ApplicantID	MandiriTestID	Score
MANDIRI20211156	2	81
MANDIRI20211157	1	98
MANDIRI20211157	2	78
MANDIRI20211159	1	84
MANDIRI20211159	2	81
MANDIRI20211160	1	55
MANDIRI20211160	3	54
MANDIRI20211161	1	62
MANDIRI20211161	2	94
MANDIRI20211162	1	96
MANDIRI20211162	3	96
MANDIRI20211163	1	61
MANDIRI20211163	3	70
MANDIRI20211164	1	58
MANDIRI20211164	2	79
MANDIRI20211166	1	59
MANDIRI20211166	3	60
MANDIRI20211167	1	71
MANDIRI20211167	3	66
MANDIRI20211168	1	72
MANDIRI20211168	3	54
MANDIRI20211169	1	89
MANDIRI20211169	2	52
MANDIRI20211171	1	60
MANDIRI20211171	3	66
MANDIRI20211172	1	50
MANDIRI20211172	2	87
MANDIRI20211173	1	99
MANDIRI20211173	3	99
MANDIRI20211174	1	96
MANDIRI20211174	2	90
MANDIRI20211175	1	89
MANDIRI20211175	3	92
MANDIRI20211176	1	87
MANDIRI20211176	3	56
MANDIRI20211177	1	99
MANDIRI20211177	3	86
MANDIRI20211178	1	83
MANDIRI20211178	3	83
MANDIRI20211179	1	74
MANDIRI20211179	3	93
MANDIRI20211180	1	91
MANDIRI20211180	2	79
MANDIRI20211181	1	97
MANDIRI20211181	2	71
MANDIRI20211182	1	88
MANDIRI20211182	3	63
MANDIRI20211183	1	75
MANDIRI20211183	3	52
MANDIRI20211184	1	70
MANDIRI20211184	3	89
MANDIRI20211185	1	93
MANDIRI20211185	2	92
MANDIRI20211186	1	69
MANDIRI20211186	3	94
MANDIRI20211187	1	78
MANDIRI20211187	2	82
MANDIRI20211188	1	67
MANDIRI20211188	3	76
MANDIRI20211189	1	69
MANDIRI20211189	2	58
MANDIRI20211190	1	62
MANDIRI20211190	3	82
MANDIRI20211191	1	86
MANDIRI20211191	3	62
MANDIRI20211192	1	73
MANDIRI20211192	3	73
MANDIRI20211193	1	59
MANDIRI20211193	2	62
MANDIRI20211194	1	67
MANDIRI20211194	2	58
MANDIRI20211195	1	91
MANDIRI20211195	3	58
MANDIRI20211196	1	59
MANDIRI20211196	3	68
MANDIRI20211197	1	82
MANDIRI20211197	2	50
MANDIRI20211198	1	92
MANDIRI20211198	2	82
MANDIRI20211199	1	96
MANDIRI20211199	3	62
MANDIRI20211200	1	93
MANDIRI20211200	3	93
MANDIRI20211203	1	64
MANDIRI20211203	3	64
MANDIRI20211204	1	81
MANDIRI20211204	3	68
MANDIRI20211205	1	83
MANDIRI20211205	2	100
MANDIRI20211206	1	67
MANDIRI20211206	3	56
MANDIRI20211207	1	95
MANDIRI20211207	2	91
MANDIRI20211208	1	72
MANDIRI20211208	3	61
MANDIRI20211209	1	67
MANDIRI20211209	3	72
MANDIRI20211210	1	56
MANDIRI20211210	2	90
MANDIRI20211211	1	76
MANDIRI20211211	2	68
MANDIRI20211212	1	59
MANDIRI20211212	2	73
MANDIRI20211213	1	98
MANDIRI20211213	3	78
MANDIRI20211214	1	96
MANDIRI20211214	3	84
MANDIRI20211215	1	53
MANDIRI20211215	2	83
MANDIRI20211216	1	82
MANDIRI20211216	3	81
MANDIRI20211217	1	89
MANDIRI20211217	3	50
MANDIRI20211218	1	99
MANDIRI20211218	3	98
MANDIRI20211219	1	83
MANDIRI20211219	3	61
MANDIRI20211220	1	76
MANDIRI20211220	3	53
MANDIRI20211222	1	87
MANDIRI20211222	2	67
MANDIRI20211223	1	55
MANDIRI20211223	3	85
MANDIRI20211224	1	61
MANDIRI20211224	2	93
MANDIRI20211226	1	76
MANDIRI20211226	2	62
MANDIRI20211227	1	89
MANDIRI20211227	2	98
MANDIRI20211228	1	98
MANDIRI20211228	2	88
MANDIRI20211229	1	59
MANDIRI20211229	3	98
MANDIRI20211230	1	95
MANDIRI20211230	3	75
MANDIRI20211231	1	59
MANDIRI20211231	2	62
MANDIRI20211232	1	72
MANDIRI20211232	3	74
MANDIRI20211233	1	96
MANDIRI20211233	3	89
MANDIRI20211235	1	67
MANDIRI20211235	3	90
MANDIRI20211236	1	59
MANDIRI20211236	3	98
MANDIRI20211238	1	80
MANDIRI20211238	3	91
MANDIRI20211239	1	55
MANDIRI20211239	2	58
MANDIRI20211240	1	53
MANDIRI20211240	3	65
MANDIRI20211241	1	86
MANDIRI20211241	2	81
MANDIRI20211242	1	70
MANDIRI20211242	2	54
MANDIRI20211243	1	86
MANDIRI20211243	2	94
MANDIRI20211244	1	60
MANDIRI20211244	3	63
MANDIRI20211245	1	98
MANDIRI20211245	2	81
MANDIRI20211246	1	78
MANDIRI20211246	3	85
MANDIRI20211247	1	57
MANDIRI20211247	2	93
MANDIRI20211248	1	91
MANDIRI20211248	3	74
MANDIRI20211249	1	71
MANDIRI20211249	3	86
MANDIRI20211250	1	70
MANDIRI20211250	2	92
MANDIRI20211251	1	91
MANDIRI20211251	2	68
MANDIRI20211252	1	57
MANDIRI20211252	3	69
MANDIRI20211253	1	60
MANDIRI20211253	3	95
MANDIRI20211255	1	89
MANDIRI20211255	2	89
MANDIRI20211256	1	72
MANDIRI20211256	3	98
MANDIRI20211257	1	63
MANDIRI20211257	3	87
MANDIRI20211258	1	91
MANDIRI20211258	3	73
MANDIRI20211259	1	69
MANDIRI20211259	2	81
MANDIRI20211260	1	98
MANDIRI20211260	3	59
MANDIRI20211262	1	69
MANDIRI20211262	3	90
MANDIRI20211263	1	67
MANDIRI20211263	3	71
MANDIRI20211264	1	63
MANDIRI20211264	2	81
MANDIRI20211265	1	91
MANDIRI20211265	3	68
MANDIRI20211266	1	61
MANDIRI20211266	2	71
MANDIRI20211268	1	93
MANDIRI20211268	3	59
MANDIRI20211269	1	55
MANDIRI20211269	3	86
MANDIRI20211270	1	69
MANDIRI20211270	2	61
MANDIRI20211271	1	75
MANDIRI20211271	2	95
MANDIRI20211272	1	79
MANDIRI20211272	2	74
MANDIRI20211273	1	82
MANDIRI20211273	2	51
MANDIRI20211274	1	93
MANDIRI20211274	2	89
MANDIRI20211275	1	74
MANDIRI20211275	3	51
MANDIRI20211276	1	65
MANDIRI20211276	2	79
MANDIRI20211277	1	53
MANDIRI20211277	2	63
MANDIRI20211278	1	97
MANDIRI20211278	3	75
MANDIRI20211279	1	67
MANDIRI20211279	2	69
MANDIRI20211280	1	73
MANDIRI20211280	3	54
MANDIRI20211281	1	61
MANDIRI20211281	2	62
MANDIRI20211282	1	97
MANDIRI20211282	2	82
MANDIRI20211283	1	82
MANDIRI20211283	3	74
MANDIRI20211284	1	61
MANDIRI20211284	2	59
MANDIRI20211285	1	82
MANDIRI20211285	2	75
MANDIRI20211286	1	51
MANDIRI20211286	2	75
MANDIRI20211287	1	98
MANDIRI20211287	2	70
MANDIRI20211288	1	79
MANDIRI20211288	2	91
MANDIRI20211291	1	87
MANDIRI20211291	2	77
MANDIRI20211292	1	50
MANDIRI20211292	2	72
MANDIRI20211293	1	62
MANDIRI20211293	2	85
MANDIRI20211294	1	53
MANDIRI20211294	2	73
MANDIRI20211295	1	84
MANDIRI20211295	3	56
MANDIRI20211297	1	69
MANDIRI20211297	2	94
MANDIRI20211298	1	97
MANDIRI20211298	2	60
MANDIRI20211299	1	81
MANDIRI20211299	3	87
MANDIRI20211300	1	64
MANDIRI20211300	3	87
MANDIRI20220001	1	85
MANDIRI20220001	2	51
MANDIRI20220002	1	53
MANDIRI20220002	2	90
MANDIRI20220003	1	59
MANDIRI20220003	3	86
MANDIRI20220004	1	57
MANDIRI20220004	3	69
MANDIRI20220005	1	79
MANDIRI20220005	3	52
MANDIRI20220006	1	91
MANDIRI20220006	3	84
MANDIRI20220007	1	76
MANDIRI20220007	3	68
MANDIRI20220009	1	50
MANDIRI20220009	3	71
MANDIRI20220010	1	54
MANDIRI20220010	2	96
MANDIRI20220011	1	93
MANDIRI20220011	2	76
MANDIRI20220012	1	68
MANDIRI20220012	3	90
MANDIRI20220013	1	50
MANDIRI20220013	3	99
MANDIRI20220014	1	51
MANDIRI20220014	3	60
MANDIRI20220015	1	56
MANDIRI20220015	3	55
MANDIRI20220016	1	85
MANDIRI20220016	2	56
MANDIRI20220017	1	98
MANDIRI20220017	3	88
MANDIRI20220018	1	63
MANDIRI20220018	3	71
MANDIRI20220019	1	90
MANDIRI20220019	3	73
MANDIRI20220020	1	93
MANDIRI20220020	3	65
MANDIRI20220021	1	88
MANDIRI20220021	3	81
MANDIRI20220022	1	94
MANDIRI20220022	3	67
MANDIRI20220024	1	53
MANDIRI20220024	3	84
MANDIRI20220025	1	83
MANDIRI20220025	2	56
MANDIRI20220026	1	72
MANDIRI20220026	2	83
MANDIRI20220027	1	97
MANDIRI20220027	2	97
MANDIRI20220028	1	64
MANDIRI20220028	2	77
MANDIRI20220029	1	77
MANDIRI20220029	3	76
MANDIRI20220032	1	53
MANDIRI20220032	2	57
MANDIRI20220033	1	74
MANDIRI20220033	3	56
MANDIRI20220034	1	90
MANDIRI20220034	2	79
MANDIRI20220036	1	53
MANDIRI20220036	2	64
MANDIRI20220037	1	96
MANDIRI20220037	3	86
MANDIRI20220038	1	92
MANDIRI20220038	2	77
MANDIRI20220039	1	96
MANDIRI20220039	2	92
MANDIRI20220040	1	62
MANDIRI20220040	2	69
MANDIRI20220041	1	78
MANDIRI20220041	3	76
MANDIRI20220043	1	61
MANDIRI20220043	2	58
MANDIRI20220044	1	90
MANDIRI20220044	3	100
MANDIRI20220046	1	98
MANDIRI20220046	2	92
MANDIRI20220047	1	84
MANDIRI20220047	3	65
MANDIRI20220048	1	90
MANDIRI20220048	3	64
MANDIRI20220049	1	96
MANDIRI20220049	2	68
MANDIRI20220050	1	65
MANDIRI20220050	2	55
MANDIRI20220051	1	79
MANDIRI20220051	3	50
MANDIRI20220052	1	80
MANDIRI20220052	2	87
MANDIRI20220053	1	99
MANDIRI20220053	3	93
MANDIRI20220054	1	96
MANDIRI20220054	2	80
MANDIRI20220055	1	51
MANDIRI20220055	2	80
MANDIRI20220058	1	90
MANDIRI20220058	2	92
MANDIRI20220060	1	59
MANDIRI20220060	3	65
MANDIRI20220061	1	97
MANDIRI20220061	3	75
MANDIRI20220062	1	72
MANDIRI20220062	2	50
MANDIRI20220063	1	60
MANDIRI20220063	3	68
MANDIRI20220065	1	57
MANDIRI20220065	2	78
MANDIRI20220066	1	88
MANDIRI20220066	2	77
MANDIRI20220067	1	61
MANDIRI20220067	2	58
MANDIRI20220068	1	53
MANDIRI20220068	3	69
MANDIRI20220069	1	98
MANDIRI20220069	2	74
MANDIRI20220070	1	76
MANDIRI20220070	2	53
MANDIRI20220071	1	51
MANDIRI20220071	3	62
MANDIRI20220072	1	95
MANDIRI20220072	2	83
MANDIRI20220073	1	51
MANDIRI20220073	3	61
MANDIRI20220074	1	70
MANDIRI20220074	3	77
MANDIRI20220075	1	80
MANDIRI20220075	3	51
MANDIRI20220076	1	92
MANDIRI20220076	3	96
MANDIRI20220078	1	97
MANDIRI20220078	3	58
MANDIRI20220079	1	76
MANDIRI20220079	3	90
MANDIRI20220080	1	78
MANDIRI20220080	3	83
MANDIRI20220083	1	73
MANDIRI20220083	3	89
MANDIRI20220084	1	82
MANDIRI20220084	2	100
MANDIRI20220085	1	57
MANDIRI20220085	2	56
MANDIRI20220087	1	87
MANDIRI20220087	3	57
MANDIRI20220088	1	79
MANDIRI20220088	3	96
MANDIRI20220089	1	68
MANDIRI20220089	3	86
MANDIRI20220090	1	91
MANDIRI20220090	3	78
MANDIRI20220091	1	88
MANDIRI20220091	3	64
MANDIRI20220092	1	62
MANDIRI20220092	3	95
MANDIRI20220093	1	82
MANDIRI20220093	3	90
MANDIRI20220094	1	70
MANDIRI20220094	3	88
MANDIRI20220095	1	80
MANDIRI20220095	2	84
MANDIRI20220096	1	96
MANDIRI20220096	3	97
MANDIRI20220097	1	95
MANDIRI20220097	3	87
MANDIRI20220098	1	79
MANDIRI20220098	2	79
MANDIRI20220099	1	91
MANDIRI20220099	2	78
MANDIRI20220100	1	91
MANDIRI20220100	2	69
MANDIRI20220101	1	96
MANDIRI20220101	2	58
MANDIRI20220102	1	78
MANDIRI20220102	2	67
MANDIRI20220103	1	64
MANDIRI20220103	2	72
MANDIRI20220104	1	57
MANDIRI20220104	3	81
MANDIRI20220105	1	72
MANDIRI20220105	3	71
MANDIRI20220106	1	67
MANDIRI20220106	3	81
MANDIRI20220107	1	60
MANDIRI20220107	3	89
MANDIRI20220108	1	70
MANDIRI20220108	2	97
MANDIRI20220109	1	88
MANDIRI20220109	3	92
MANDIRI20220110	1	92
MANDIRI20220110	2	58
MANDIRI20220111	1	78
MANDIRI20220111	2	66
MANDIRI20220112	1	93
MANDIRI20220112	3	66
MANDIRI20220114	1	57
MANDIRI20220114	3	72
MANDIRI20220115	1	90
MANDIRI20220115	3	60
MANDIRI20220116	1	72
MANDIRI20220116	2	81
MANDIRI20220118	1	81
MANDIRI20220118	3	57
MANDIRI20220119	1	67
MANDIRI20220119	3	52
MANDIRI20220120	1	93
MANDIRI20220120	2	81
MANDIRI20220121	1	97
MANDIRI20220121	3	65
MANDIRI20220122	1	70
MANDIRI20220122	3	50
MANDIRI20220123	1	58
MANDIRI20220123	2	81
MANDIRI20220124	1	57
MANDIRI20220124	2	62
MANDIRI20220125	1	66
MANDIRI20220125	3	80
MANDIRI20220126	1	53
MANDIRI20220126	2	77
MANDIRI20220127	1	60
MANDIRI20220127	2	60
MANDIRI20220129	1	87
MANDIRI20220129	2	86
MANDIRI20220130	1	58
MANDIRI20220130	3	97
MANDIRI20220131	1	78
MANDIRI20220131	2	72
MANDIRI20220132	1	92
MANDIRI20220132	3	82
MANDIRI20220133	1	97
MANDIRI20220133	2	61
MANDIRI20220134	1	75
MANDIRI20220134	2	57
MANDIRI20220135	1	92
MANDIRI20220135	2	93
MANDIRI20220136	1	56
MANDIRI20220136	3	76
MANDIRI20220137	1	62
MANDIRI20220137	2	90
MANDIRI20220139	1	50
MANDIRI20220139	3	82
MANDIRI20220140	1	68
MANDIRI20220140	2	65
MANDIRI20220142	1	86
MANDIRI20220142	2	59
MANDIRI20220144	1	72
MANDIRI20220144	3	79
MANDIRI20220145	1	86
MANDIRI20220145	3	57
MANDIRI20220146	1	91
MANDIRI20220146	3	84
MANDIRI20220147	1	67
MANDIRI20220147	2	78
MANDIRI20220148	1	79
MANDIRI20220148	3	63
MANDIRI20220150	1	78
MANDIRI20220150	3	79
MANDIRI20220152	1	87
MANDIRI20220152	2	50
MANDIRI20220155	1	98
MANDIRI20220155	3	58
MANDIRI20220156	1	60
MANDIRI20220156	3	62
MANDIRI20220157	1	88
MANDIRI20220157	2	100
MANDIRI20220158	1	64
MANDIRI20220158	2	77
MANDIRI20220159	1	66
MANDIRI20220159	2	64
MANDIRI20220160	1	85
MANDIRI20220160	3	84
MANDIRI20220161	1	51
MANDIRI20220161	2	100
MANDIRI20220162	1	84
MANDIRI20220162	2	81
MANDIRI20220163	1	66
MANDIRI20220163	2	50
MANDIRI20220165	1	69
MANDIRI20220165	3	85
MANDIRI20220166	1	62
MANDIRI20220166	3	83
MANDIRI20220167	1	77
MANDIRI20220167	2	68
MANDIRI20220168	1	60
MANDIRI20220168	3	90
MANDIRI20220169	1	82
MANDIRI20220169	2	87
MANDIRI20220170	1	87
MANDIRI20220170	2	54
MANDIRI20220173	1	97
MANDIRI20220173	2	68
MANDIRI20220174	1	93
MANDIRI20220174	3	83
MANDIRI20220175	1	84
MANDIRI20220175	3	64
MANDIRI20220176	1	86
MANDIRI20220176	3	59
MANDIRI20220177	1	77
MANDIRI20220177	2	71
MANDIRI20220178	1	88
MANDIRI20220178	3	93
MANDIRI20220179	1	52
MANDIRI20220179	3	82
MANDIRI20220180	1	91
MANDIRI20220180	2	84
MANDIRI20220181	1	57
MANDIRI20220181	3	94
MANDIRI20220182	1	81
MANDIRI20220182	2	96
MANDIRI20220183	1	85
MANDIRI20220183	3	89
MANDIRI20220184	1	59
MANDIRI20220184	3	56
MANDIRI20220185	1	56
MANDIRI20220185	3	95
MANDIRI20220187	1	52
MANDIRI20220187	2	64
MANDIRI20220188	1	61
MANDIRI20220188	3	97
MANDIRI20220189	1	98
MANDIRI20220189	3	60
MANDIRI20220191	1	61
MANDIRI20220191	2	67
MANDIRI20220192	1	86
MANDIRI20220192	2	86
MANDIRI20220194	1	63
MANDIRI20220194	3	96
MANDIRI20220195	1	76
MANDIRI20220195	2	62
MANDIRI20220197	1	95
MANDIRI20220197	3	50
MANDIRI20220198	1	51
MANDIRI20220198	2	85
MANDIRI20220199	1	75
MANDIRI20220199	2	77
MANDIRI20220200	1	88
MANDIRI20220200	2	56
MANDIRI20220201	1	88
MANDIRI20220201	3	92
MANDIRI20220202	1	84
MANDIRI20220202	2	59
MANDIRI20220204	1	56
MANDIRI20220204	2	96
MANDIRI20220206	1	100
MANDIRI20220206	3	51
MANDIRI20220207	1	70
MANDIRI20220207	2	90
MANDIRI20220209	1	76
MANDIRI20220209	3	66
MANDIRI20220210	1	65
MANDIRI20220210	2	50
MANDIRI20220212	1	56
MANDIRI20220212	3	77
MANDIRI20220213	1	97
MANDIRI20220213	3	63
MANDIRI20220214	1	78
MANDIRI20220214	3	55
MANDIRI20220215	1	100
MANDIRI20220215	2	82
MANDIRI20220216	1	90
MANDIRI20220216	2	94
MANDIRI20220217	1	57
MANDIRI20220217	3	91
MANDIRI20220218	1	65
MANDIRI20220218	2	76
MANDIRI20220220	1	79
MANDIRI20220220	3	64
MANDIRI20220222	1	60
MANDIRI20220222	3	70
MANDIRI20220223	1	86
MANDIRI20220223	2	50
MANDIRI20220224	1	64
MANDIRI20220224	2	55
MANDIRI20220225	1	71
MANDIRI20220225	3	83
MANDIRI20220226	1	80
MANDIRI20220226	2	61
MANDIRI20220227	1	55
MANDIRI20220227	2	68
MANDIRI20220228	1	65
MANDIRI20220228	2	86
MANDIRI20220229	1	79
MANDIRI20220229	2	79
MANDIRI20220230	1	88
MANDIRI20220230	2	99
MANDIRI20220231	1	85
MANDIRI20220231	3	76
MANDIRI20220232	1	62
MANDIRI20220232	2	85
MANDIRI20220233	1	66
MANDIRI20220233	3	71
MANDIRI20220236	1	78
MANDIRI20220236	3	78
MANDIRI20220237	1	67
MANDIRI20220237	2	71
MANDIRI20220238	1	59
MANDIRI20220238	3	99
MANDIRI20220239	1	56
MANDIRI20220239	2	87
MANDIRI20220240	1	83
MANDIRI20220240	2	85
MANDIRI20220242	1	68
MANDIRI20220242	3	68
MANDIRI20220243	1	98
MANDIRI20220243	3	95
MANDIRI20220244	1	78
MANDIRI20220244	2	59
MANDIRI20220245	1	88
MANDIRI20220245	3	88
MANDIRI20220246	1	71
MANDIRI20220246	2	98
MANDIRI20220249	1	91
MANDIRI20220249	2	63
MANDIRI20220250	1	76
MANDIRI20220250	3	79
MANDIRI20220252	1	85
MANDIRI20220252	2	58
MANDIRI20220253	1	64
MANDIRI20220253	2	88
MANDIRI20220254	1	91
MANDIRI20220254	2	66
MANDIRI20220255	1	88
MANDIRI20220255	3	100
MANDIRI20220256	1	100
MANDIRI20220256	2	86
MANDIRI20220257	1	86
MANDIRI20220257	3	60
MANDIRI20220258	1	61
MANDIRI20220258	3	62
MANDIRI20220259	1	63
MANDIRI20220259	2	98
MANDIRI20220260	1	85
MANDIRI20220260	2	83
MANDIRI20220261	1	73
MANDIRI20220261	2	70
MANDIRI20220262	1	78
MANDIRI20220262	3	51
MANDIRI20220264	1	89
MANDIRI20220264	2	81
MANDIRI20220265	1	66
MANDIRI20220265	2	58
MANDIRI20220266	1	91
MANDIRI20220266	3	90
MANDIRI20220267	1	72
MANDIRI20220267	3	64
MANDIRI20220268	1	55
MANDIRI20220268	2	89
MANDIRI20220269	1	70
MANDIRI20220269	3	99
MANDIRI20220270	1	56
MANDIRI20220270	3	67
MANDIRI20220271	1	84
MANDIRI20220271	3	50
MANDIRI20220272	1	87
MANDIRI20220272	3	74
MANDIRI20220273	1	80
MANDIRI20220273	2	85
MANDIRI20220274	1	66
MANDIRI20220274	2	83
MANDIRI20220276	1	53
MANDIRI20220276	3	57
MANDIRI20220277	1	51
MANDIRI20220277	3	52
MANDIRI20220278	1	72
MANDIRI20220278	3	91
MANDIRI20220280	1	75
MANDIRI20220280	3	84
MANDIRI20220281	1	81
MANDIRI20220281	3	86
MANDIRI20220282	1	57
MANDIRI20220282	2	99
MANDIRI20220283	1	86
MANDIRI20220283	2	97
MANDIRI20220285	1	84
MANDIRI20220285	2	89
MANDIRI20220288	1	66
MANDIRI20220288	2	52
MANDIRI20220289	1	70
MANDIRI20220289	2	59
MANDIRI20220290	1	95
MANDIRI20220290	3	56
MANDIRI20220291	1	95
MANDIRI20220291	3	71
MANDIRI20220292	1	74
MANDIRI20220292	2	78
MANDIRI20220293	1	98
MANDIRI20220293	3	71
MANDIRI20220294	1	69
MANDIRI20220294	2	94
MANDIRI20220295	1	93
MANDIRI20220295	2	84
MANDIRI20220296	1	84
MANDIRI20220296	2	86
MANDIRI20220298	1	70
MANDIRI20220298	3	66
MANDIRI20220299	1	56
MANDIRI20220299	2	51
MANDIRI20220300	1	69
MANDIRI20220300	3	82
MANDIRI20220302	1	74
MANDIRI20220302	3	85
MANDIRI20220303	1	51
MANDIRI20220303	3	52
MANDIRI20220304	1	74
MANDIRI20220304	2	92
MANDIRI20220305	1	56
MANDIRI20220305	2	65
MANDIRI20220306	1	86
MANDIRI20220306	2	52
MANDIRI20220307	1	93
MANDIRI20220307	3	57
MANDIRI20220308	1	68
MANDIRI20220308	2	72
MANDIRI20220309	1	98
MANDIRI20220309	2	94
MANDIRI20220310	1	58
MANDIRI20220310	2	77
MANDIRI20220311	1	80
MANDIRI20220311	2	71
MANDIRI20220312	1	73
MANDIRI20220312	2	53
MANDIRI20220313	1	84
MANDIRI20220313	3	63
MANDIRI20220314	1	75
MANDIRI20220314	2	59
MANDIRI20220315	1	98
MANDIRI20220315	2	80
MANDIRI20220316	1	90
MANDIRI20220316	3	71
MANDIRI20220317	1	87
MANDIRI20220317	3	76
MANDIRI20220318	1	94
MANDIRI20220318	2	66
MANDIRI20220319	1	52
MANDIRI20220319	2	51
MANDIRI20220320	1	77
MANDIRI20220320	2	71
MANDIRI20220321	1	56
MANDIRI20220321	2	76
MANDIRI20220322	1	59
MANDIRI20220322	2	57
MANDIRI20220323	1	53
MANDIRI20220323	2	59
MANDIRI20220324	1	69
MANDIRI20220324	3	75
MANDIRI20220325	1	75
MANDIRI20220325	3	85
MANDIRI20220326	1	59
MANDIRI20220326	2	88
MANDIRI20220327	1	65
MANDIRI20220327	2	62
MANDIRI20220328	1	96
MANDIRI20220328	3	80
MANDIRI20220329	1	70
MANDIRI20220329	2	65
MANDIRI20220330	1	63
MANDIRI20220330	3	68
MANDIRI20220331	1	96
MANDIRI20220331	2	73
MANDIRI20220332	1	75
MANDIRI20220332	2	79
MANDIRI20220333	1	97
MANDIRI20220333	3	72
MANDIRI20220334	1	99
MANDIRI20220334	2	53
MANDIRI20220335	1	99
MANDIRI20220335	3	73
MANDIRI20220336	1	79
MANDIRI20220336	3	90
MANDIRI20220337	1	82
MANDIRI20220337	3	84
MANDIRI20220338	1	83
MANDIRI20220338	3	100
MANDIRI20220341	1	77
MANDIRI20220341	3	79
MANDIRI20220342	1	79
MANDIRI20220342	3	63
MANDIRI20220343	1	91
MANDIRI20220343	3	81
MANDIRI20220344	1	76
MANDIRI20220344	2	75
MANDIRI20220345	1	56
MANDIRI20220345	3	89
MANDIRI20220346	1	73
MANDIRI20220346	3	66
MANDIRI20220348	1	82
MANDIRI20220348	2	57
MANDIRI20220350	1	60
MANDIRI20220350	3	51
MANDIRI20220351	1	94
MANDIRI20220351	3	55
MANDIRI20220352	1	99
MANDIRI20220352	3	76
MANDIRI20220354	1	53
MANDIRI20220354	2	80
MANDIRI20220355	1	72
MANDIRI20220355	2	57
MANDIRI20220356	1	57
MANDIRI20220356	2	75
MANDIRI20220357	1	61
MANDIRI20220357	2	83
MANDIRI20220359	1	62
MANDIRI20220359	2	70
MANDIRI20220360	1	65
MANDIRI20220360	2	70
MANDIRI20220361	1	83
MANDIRI20220361	3	55
MANDIRI20220362	1	89
MANDIRI20220362	3	79
MANDIRI20220363	1	57
MANDIRI20220363	2	79
MANDIRI20220365	1	91
MANDIRI20220365	2	77
MANDIRI20220366	1	83
MANDIRI20220366	2	97
MANDIRI20220367	1	63
MANDIRI20220367	3	95
MANDIRI20220368	1	54
MANDIRI20220368	2	82
MANDIRI20220369	1	66
MANDIRI20220369	2	96
MANDIRI20220370	1	52
MANDIRI20220370	3	64
MANDIRI20220371	1	68
MANDIRI20220371	3	58
MANDIRI20220373	1	91
MANDIRI20220373	2	90
MANDIRI20220374	1	69
MANDIRI20220374	2	53
MANDIRI20220375	1	89
MANDIRI20220375	3	91
MANDIRI20220376	1	69
MANDIRI20220376	2	91
MANDIRI20220378	1	89
MANDIRI20220378	2	80
MANDIRI20220379	1	56
MANDIRI20220379	2	75
MANDIRI20220380	1	65
MANDIRI20220380	2	75
MANDIRI20220382	1	74
MANDIRI20220382	2	69
MANDIRI20220383	1	64
MANDIRI20220383	3	62
MANDIRI20220384	1	82
MANDIRI20220384	2	85
MANDIRI20220385	1	68
MANDIRI20220385	2	78
MANDIRI20220386	1	50
MANDIRI20220386	3	80
MANDIRI20220388	1	87
MANDIRI20220388	3	91
MANDIRI20220389	1	96
MANDIRI20220389	3	95
MANDIRI20220390	1	58
MANDIRI20220390	3	89
MANDIRI20220391	1	51
MANDIRI20220391	3	67
MANDIRI20220392	1	85
MANDIRI20220392	2	61
MANDIRI20220393	1	78
MANDIRI20220393	3	80
MANDIRI20220394	1	56
MANDIRI20220394	3	92
MANDIRI20220395	1	61
MANDIRI20220395	2	70
MANDIRI20220396	1	70
MANDIRI20220396	2	92
MANDIRI20220397	1	62
MANDIRI20220397	3	61
MANDIRI20220398	1	57
MANDIRI20220398	3	59
MANDIRI20220399	1	70
MANDIRI20220399	3	56
MANDIRI20220400	1	69
MANDIRI20220400	2	56
MANDIRI20220401	1	72
MANDIRI20220401	3	71
MANDIRI20220402	1	68
MANDIRI20220402	2	78
MANDIRI20220405	1	83
MANDIRI20220405	3	62
MANDIRI20220406	1	83
MANDIRI20220406	3	84
MANDIRI20220407	1	76
MANDIRI20220407	3	81
MANDIRI20220408	1	62
MANDIRI20220408	3	66
MANDIRI20220410	1	51
MANDIRI20220410	3	65
MANDIRI20220411	1	85
MANDIRI20220411	2	83
MANDIRI20220412	1	60
MANDIRI20220412	3	73
MANDIRI20220413	1	64
MANDIRI20220413	3	96
MANDIRI20220414	1	90
MANDIRI20220414	3	53
MANDIRI20220415	1	85
MANDIRI20220415	3	61
MANDIRI20220416	1	80
MANDIRI20220416	2	56
MANDIRI20220417	1	58
MANDIRI20220417	3	92
MANDIRI20220419	1	53
MANDIRI20220419	2	63
MANDIRI20220420	1	60
MANDIRI20220420	3	65
MANDIRI20220421	1	63
MANDIRI20220421	2	55
MANDIRI20220422	1	52
MANDIRI20220422	3	68
MANDIRI20220423	1	73
MANDIRI20220423	2	56
MANDIRI20220424	1	97
MANDIRI20220424	3	77
MANDIRI20220427	1	79
MANDIRI20220427	3	87
MANDIRI20220428	1	67
MANDIRI20220428	2	96
MANDIRI20220429	1	81
MANDIRI20220429	2	50
MANDIRI20220430	1	96
MANDIRI20220430	3	91
MANDIRI20220432	1	54
MANDIRI20220432	2	68
MANDIRI20220435	1	91
MANDIRI20220435	2	85
MANDIRI20220436	1	68
MANDIRI20220436	2	55
MANDIRI20220437	1	99
MANDIRI20220437	3	91
MANDIRI20220439	1	93
MANDIRI20220439	2	63
MANDIRI20220440	1	96
MANDIRI20220440	3	65
MANDIRI20220441	1	91
MANDIRI20220441	2	70
MANDIRI20220442	1	60
MANDIRI20220442	2	50
MANDIRI20220443	1	61
