ApplicantID	MajorID	SelectionStatus
MANDIRI20220280	14	1
MANDIRI20220280	4	0
MANDIRI20220281	6	1
MANDIRI20220281	25	0
MANDIRI20220282	20	1
MANDIRI20220282	12	0
MANDIRI20220283	25	1
MANDIRI20220283	26	0
MANDIRI20220284	22	1
MANDIRI20220284	15	0
MANDIRI20220285	2	0
MANDIRI20220285	5	0
MANDIRI20220286	14	0
MANDIRI20220286	8	0
MANDIRI20220287	25	1
MANDIRI20220287	1	0
MANDIRI20220288	27	1
MANDIRI20220288	22	0
MANDIRI20220289	12	1
MANDIRI20220289	33	0
MANDIRI20220290	17	1
MANDIRI20220290	25	0
MANDIRI20220291	21	1
MANDIRI20220291	33	0
MANDIRI20220292	30	1
MANDIRI20220292	7	0
MANDIRI20220293	23	1
MANDIRI20220293	16	0
MANDIRI20220294	29	1
MANDIRI20220294	24	0
MANDIRI20220295	14	1
MANDIRI20220295	29	0
MANDIRI20220296	27	1
MANDIRI20220296	27	0
MANDIRI20220297	20	1
MANDIRI20220297	23	0
MANDIRI20220298	23	1
MANDIRI20220298	31	0
MANDIRI20220299	17	1
MANDIRI20220299	1	0
MANDIRI20220300	32	0
MANDIRI20220300	31	0
MANDIRI20220301	10	1
MANDIRI20220301	29	0
MANDIRI20220302	10	1
MANDIRI20220302	22	0
MANDIRI20220303	27	1
MANDIRI20220303	2	0
MANDIRI20220304	22	1
MANDIRI20220304	21	0
MANDIRI20220305	32	1
MANDIRI20220305	4	0
MANDIRI20220306	8	0
MANDIRI20220306	24	0
MANDIRI20220307	33	1
MANDIRI20220307	6	0
MANDIRI20220308	15	1
MANDIRI20220308	29	0
MANDIRI20220309	16	1
MANDIRI20220309	12	0
MANDIRI20220310	2	1
MANDIRI20220310	10	0
MANDIRI20220311	16	1
MANDIRI20220311	15	0
MANDIRI20220312	6	0
MANDIRI20220312	18	0
MANDIRI20220313	5	1
MANDIRI20220313	19	0
MANDIRI20220314	33	1
MANDIRI20220314	23	0
MANDIRI20220315	6	1
MANDIRI20220315	19	0
MANDIRI20220316	3	0
MANDIRI20220316	29	0
MANDIRI20220317	17	0
MANDIRI20220317	21	0
MANDIRI20220318	12	1
MANDIRI20220318	3	0
MANDIRI20220319	6	1
MANDIRI20220319	9	0
MANDIRI20220320	3	0
MANDIRI20220320	24	0
MANDIRI20220321	28	1
MANDIRI20220321	15	0
MANDIRI20220322	14	1
MANDIRI20220322	18	0
MANDIRI20220323	18	1
MANDIRI20220323	10	0
MANDIRI20220324	29	1
MANDIRI20220324	30	0
MANDIRI20220325	3	1
MANDIRI20220325	5	0
MANDIRI20220326	14	1
MANDIRI20220326	8	0
MANDIRI20220327	3	1
MANDIRI20220327	29	0
MANDIRI20220328	19	0
MANDIRI20220328	1	0
MANDIRI20220329	9	1
MANDIRI20220329	11	0
MANDIRI20220330	11	1
MANDIRI20220330	13	0
MANDIRI20220331	13	1
MANDIRI20220331	21	0
MANDIRI20220332	12	1
MANDIRI20220332	30	0
MANDIRI20220333	5	1
MANDIRI20220333	29	0
MANDIRI20220334	3	1
MANDIRI20220334	16	0
MANDIRI20220335	13	1
MANDIRI20220335	27	0
MANDIRI20220336	20	1
MANDIRI20220336	25	0
MANDIRI20220337	13	1
MANDIRI20220337	25	0
MANDIRI20220338	14	1
MANDIRI20220338	22	0
MANDIRI20220339	30	0
MANDIRI20220339	8	0
MANDIRI20220340	8	1
MANDIRI20220340	30	0
MANDIRI20220341	3	1
MANDIRI20220341	27	0
MANDIRI20220342	28	1
MANDIRI20220342	18	0
MANDIRI20220343	32	1
MANDIRI20220343	2	0
MANDIRI20220344	32	1
MANDIRI20220344	19	0
MANDIRI20220345	6	1
MANDIRI20220345	11	0
MANDIRI20220346	5	1
MANDIRI20220346	28	0
MANDIRI20220347	20	1
MANDIRI20220347	16	0
MANDIRI20220348	12	1
MANDIRI20220348	25	0
MANDIRI20220349	30	1
MANDIRI20220349	3	0
MANDIRI20220350	15	1
MANDIRI20220350	33	0
MANDIRI20220351	22	1
MANDIRI20220351	27	0
MANDIRI20220352	16	1
MANDIRI20220352	21	0
MANDIRI20220353	20	1
MANDIRI20220353	7	0
MANDIRI20220354	26	1
MANDIRI20220354	27	0
MANDIRI20220355	12	1
MANDIRI20220355	28	0
MANDIRI20220356	7	1
MANDIRI20220356	31	0
MANDIRI20220357	16	1
MANDIRI20220357	27	0
MANDIRI20220358	24	1
MANDIRI20220358	20	0
MANDIRI20220359	11	1
MANDIRI20220359	9	0
MANDIRI20220360	11	1
MANDIRI20220360	27	0
MANDIRI20220361	26	1
MANDIRI20220361	6	0
MANDIRI20220362	22	1
MANDIRI20220362	4	0
MANDIRI20220363	30	1
MANDIRI20220363	8	0
MANDIRI20220364	10	0
MANDIRI20220364	30	0
MANDIRI20220365	6	1
MANDIRI20220365	17	0
MANDIRI20220366	8	1
MANDIRI20220366	4	0
MANDIRI20220367	28	1
MANDIRI20220367	33	0
MANDIRI20220368	15	0
MANDIRI20220368	27	0
MANDIRI20220369	22	1
MANDIRI20220369	31	0
MANDIRI20220370	24	1
MANDIRI20220370	28	0
MANDIRI20220371	32	0
MANDIRI20220371	19	0
MANDIRI20220372	10	0
MANDIRI20220372	25	0
MANDIRI20220373	14	1
MANDIRI20220373	13	0
MANDIRI20220374	32	1
MANDIRI20220374	24	0
MANDIRI20220375	16	1
MANDIRI20220375	13	0
MANDIRI20220376	29	1
MANDIRI20220376	28	0
MANDIRI20220377	31	1
MANDIRI20220377	32	0
MANDIRI20220378	7	1
MANDIRI20220378	6	0
MANDIRI20220379	25	1
MANDIRI20220379	2	0
MANDIRI20220380	12	1
MANDIRI20220380	11	0
MANDIRI20220381	17	1
MANDIRI20220381	4	0
MANDIRI20220382	30	1
MANDIRI20220382	25	0
MANDIRI20220383	21	1
MANDIRI20220383	18	0
MANDIRI20220384	17	1
MANDIRI20220384	30	0
MANDIRI20220385	21	0
MANDIRI20220385	26	0
MANDIRI20220386	15	1
MANDIRI20220386	29	0
MANDIRI20220387	3	1
MANDIRI20220387	33	0
MANDIRI20220388	25	1
MANDIRI20220388	16	0
MANDIRI20220389	17	1
MANDIRI20220389	12	0
MANDIRI20220390	18	1
MANDIRI20220390	4	0
MANDIRI20220391	20	1
MANDIRI20220391	14	0
MANDIRI20220392	18	1
MANDIRI20220392	19	0
MANDIRI20220393	26	1
MANDIRI20220393	20	0
MANDIRI20220394	3	1
MANDIRI20220394	14	0
MANDIRI20220395	4	1
MANDIRI20220395	7	0
MANDIRI20220396	26	1
MANDIRI20220396	30	0
MANDIRI20220397	13	1
MANDIRI20220397	30	0
MANDIRI20220398	16	1
MANDIRI20220398	32	0
MANDIRI20220399	31	0
MANDIRI20220399	8	0
MANDIRI20220400	9	1
MANDIRI20220400	23	0
MANDIRI20220401	25	1
MANDIRI20220401	13	0
MANDIRI20220402	10	1
MANDIRI20220402	23	0
MANDIRI20220403	7	1
MANDIRI20220403	28	0
MANDIRI20220404	7	0
MANDIRI20220404	7	0
MANDIRI20220405	5	1
MANDIRI20220405	24	0
MANDIRI20220406	29	0
MANDIRI20220406	4	0
MANDIRI20220407	27	1
MANDIRI20220407	9	0
MANDIRI20220408	27	1
MANDIRI20220408	9	0
MANDIRI20220409	23	0
MANDIRI20220409	17	0
MANDIRI20220410	12	1
MANDIRI20220410	26	0
MANDIRI20220411	28	1
MANDIRI20220411	30	0
MANDIRI20220412	27	0
MANDIRI20220412	18	0
MANDIRI20220413	10	1
MANDIRI20220413	9	0
MANDIRI20220414	29	1
MANDIRI20220414	24	0
MANDIRI20220415	22	0
MANDIRI20220415	27	0
MANDIRI20220416	2	1
MANDIRI20220416	13	0
MANDIRI20220417	23	0
MANDIRI20220417	17	0
MANDIRI20220418	11	0
MANDIRI20220418	7	0
MANDIRI20220419	24	1
MANDIRI20220419	6	0
MANDIRI20220420	12	1
MANDIRI20220420	6	0
MANDIRI20220421	7	1
MANDIRI20220421	31	0
MANDIRI20220422	31	1
MANDIRI20220422	20	0
MANDIRI20220423	15	1
MANDIRI20220423	22	0
MANDIRI20220424	20	1
MANDIRI20220424	13	0
MANDIRI20220425	33	1
MANDIRI20220425	20	0
MANDIRI20220426	1	1
MANDIRI20220426	33	0
MANDIRI20220427	13	1
MANDIRI20220427	31	0
MANDIRI20220428	32	1
MANDIRI20220428	33	0
MANDIRI20220429	30	1
MANDIRI20220429	25	0
MANDIRI20220430	8	1
MANDIRI20220430	31	0
MANDIRI20220431	18	1
MANDIRI20220431	22	0
MANDIRI20220432	26	1
MANDIRI20220432	33	0
MANDIRI20220433	2	1
MANDIRI20220433	14	0
MANDIRI20220434	3	1
MANDIRI20220434	17	0
MANDIRI20220435	16	1
MANDIRI20220435	29	0
MANDIRI20220436	25	1
MANDIRI20220436	30	0
MANDIRI20220437	28	1
MANDIRI20220437	5	0
MANDIRI20220438	2	1
MANDIRI20220438	20	0
MANDIRI20220439	23	1
MANDIRI20220439	20	0
MANDIRI20220440	24	1
MANDIRI20220440	23	0
MANDIRI20220441	12	1
MANDIRI20220441	10	0
MANDIRI20220442	14	1
MANDIRI20220442	33	0
MANDIRI20220443	17	0
MANDIRI20220443	29	0
MANDIRI20220444	25	1
MANDIRI20220444	25	0
MANDIRI20220445	25	1
MANDIRI20220445	1	0
MANDIRI20220446	29	1
MANDIRI20220446	25	0
MANDIRI20220447	13	1
MANDIRI20220447	20	0
MANDIRI20220448	23	1
MANDIRI20220448	3	0
MANDIRI20220449	12	1
MANDIRI20220449	28	0
MANDIRI20220450	23	1
MANDIRI20220450	28	0
MANDIRI20220451	2	1
MANDIRI20220451	6	0
MANDIRI20220452	9	1
MANDIRI20220452	24	0
MANDIRI20220453	27	0
MANDIRI20220453	29	0
MANDIRI20220454	21	1
MANDIRI20220454	8	0
MANDIRI20220455	11	1
MANDIRI20220455	19	0
MANDIRI20220456	8	1
MANDIRI20220456	18	0
MANDIRI20220457	5	0
MANDIRI20220457	2	0
MANDIRI20220458	1	1
MANDIRI20220458	23	0
MANDIRI20220459	18	1
MANDIRI20220459	7	0
MANDIRI20220460	14	1
MANDIRI20220460	1	0
MANDIRI20220461	28	0
MANDIRI20220461	6	0
MANDIRI20220462	33	0
MANDIRI20220462	3	0
MANDIRI20220463	15	1
MANDIRI20220463	3	0
MANDIRI20220464	20	1
MANDIRI20220464	25	0
MANDIRI20220465	2	1
MANDIRI20220465	29	0
MANDIRI20220466	3	1
MANDIRI20220466	2	0
MANDIRI20220467	18	1
MANDIRI20220467	27	0
MANDIRI20220468	9	1
MANDIRI20220468	24	0
MANDIRI20220469	23	1
MANDIRI20220469	29	0
MANDIRI20220470	14	1
MANDIRI20220470	32	0
MANDIRI20220471	27	1
MANDIRI20220471	19	0
MANDIRI20220472	7	1
MANDIRI20220472	18	0
MANDIRI20220473	7	1
MANDIRI20220473	33	0
MANDIRI20220474	6	1
MANDIRI20220474	33	0
MANDIRI20220475	22	1
MANDIRI20220475	5	0
MANDIRI20220476	32	1
MANDIRI20220476	11	0
MANDIRI20220477	27	0
MANDIRI20220477	4	0
MANDIRI20220478	6	1
MANDIRI20220478	18	0
MANDIRI20220479	8	1
MANDIRI20220479	20	0
MANDIRI20220480	5	1
MANDIRI20220480	26	0
MANDIRI20220481	29	1
MANDIRI20220481	12	0
MANDIRI20220482	21	1
MANDIRI20220482	6	0
MANDIRI20220483	22	1
MANDIRI20220483	3	0
MANDIRI20220484	18	1
MANDIRI20220484	17	0
MANDIRI20220485	25	1
MANDIRI20220485	3	0
MANDIRI20220486	19	1
MANDIRI20220486	33	0
MANDIRI20220487	21	1
MANDIRI20220487	31	0
MANDIRI20220488	28	1
MANDIRI20220488	10	0
MANDIRI20220489	28	1
MANDIRI20220489	27	0
MANDIRI20220490	14	1
MANDIRI20220490	1	0
MANDIRI20220491	19	1
MANDIRI20220491	8	0
MANDIRI20220492	22	1
MANDIRI20220492	3	0
MANDIRI20220493	6	1
MANDIRI20220493	7	0
MANDIRI20220494	23	1
MANDIRI20220494	11	0
MANDIRI20220495	11	1
MANDIRI20220495	8	0
MANDIRI20220496	21	1
MANDIRI20220496	4	0
MANDIRI20220497	16	1
MANDIRI20220497	13	0
MANDIRI20220498	28	1
MANDIRI20220498	10	0
MANDIRI20220499	28	1
MANDIRI20220499	12	0
MANDIRI20220500	4	0
MANDIRI20220500	23	0
MANDIRI20220501	21	1
MANDIRI20220501	6	0
MANDIRI20220502	22	0
MANDIRI20220502	28	0
MANDIRI20220503	26	1
MANDIRI20220503	24	0
MANDIRI20220504	22	1
MANDIRI20220504	18	0
MANDIRI20220505	32	1
MANDIRI20220505	30	0
MANDIRI20220506	25	1
MANDIRI20220506	20	0
MANDIRI20220507	13	1
MANDIRI20220507	18	0
MANDIRI20220508	12	1
MANDIRI20220508	15	0
MANDIRI20220509	26	1
MANDIRI20220509	17	0
MANDIRI20220510	9	1
MANDIRI20220510	19	0
MANDIRI20220511	19	1
MANDIRI20220511	19	0
MANDIRI20220512	23	1
MANDIRI20220512	20	0
MANDIRI20220513	5	1
MANDIRI20220513	2	0
MANDIRI20220514	17	1
MANDIRI20220514	21	0
MANDIRI20220515	28	1
MANDIRI20220515	23	0
MANDIRI20220516	16	1
MANDIRI20220516	9	0
MANDIRI20220517	20	1
MANDIRI20220517	1	0
MANDIRI20220518	4	1
MANDIRI20220518	16	0
MANDIRI20220519	19	1
MANDIRI20220519	3	0
MANDIRI20220520	1	1
MANDIRI20220520	15	0
MANDIRI20220521	19	1
MANDIRI20220521	27	0
MANDIRI20220522	17	1
MANDIRI20220522	33	0
MANDIRI20220523	22	1
MANDIRI20220523	29	0
MANDIRI20220524	18	1
MANDIRI20220524	15	0
MANDIRI20220525	24	1
MANDIRI20220525	23	0
MANDIRI20220526	5	0
MANDIRI20220526	33	0
MANDIRI20220527	19	1
MANDIRI20220527	27	0
MANDIRI20220528	19	1
MANDIRI20220528	31	0
MANDIRI20220529	2	0
MANDIRI20220529	18	0
MANDIRI20220530	28	1
MANDIRI20220530	32	0
MANDIRI20220531	15	1
MANDIRI20220531	27	0
MANDIRI20220532	3	1
MANDIRI20220532	17	0
MANDIRI20220533	33	1
MANDIRI20220533	18	0
MANDIRI20220534	24	0
MANDIRI20220534	9	0
MANDIRI20220535	28	1
MANDIRI20220535	5	0
MANDIRI20220536	30	1
MANDIRI20220536	9	0
MANDIRI20220537	18	1
MANDIRI20220537	32	0
MANDIRI20220538	2	1
MANDIRI20220538	29	0
MANDIRI20220539	30	1
MANDIRI20220539	15	0
MANDIRI20220540	9	0
MANDIRI20220540	18	0
MANDIRI20220541	7	1
MANDIRI20220541	25	0
MANDIRI20220542	6	1
MANDIRI20220542	19	0
MANDIRI20220543	11	1
MANDIRI20220543	7	0
MANDIRI20220544	17	0
MANDIRI20220544	27	0
MANDIRI20220545	16	1
MANDIRI20220545	12	0
MANDIRI20220546	8	1
MANDIRI20220546	7	0
MANDIRI20220547	15	1
MANDIRI20220547	13	0
MANDIRI20220548	33	1
MANDIRI20220548	28	0
MANDIRI20220549	27	1
MANDIRI20220549	30	0
MANDIRI20220550	20	1
MANDIRI20220550	18	0
MANDIRI20220551	1	1
MANDIRI20220551	32	0
MANDIRI20220552	31	1
MANDIRI20220552	2	0
MANDIRI20220553	16	1
MANDIRI20220553	13	0
MANDIRI20220554	5	1
MANDIRI20220554	19	0
MANDIRI20220555	3	1
MANDIRI20220555	22	0
MANDIRI20220556	20	1
MANDIRI20220556	1	0
MANDIRI20220557	33	0
MANDIRI20220557	19	0
MANDIRI20220558	14	1
MANDIRI20220558	21	0
MANDIRI20220559	9	1
MANDIRI20220559	22	0
MANDIRI20220560	9	1
MANDIRI20220560	16	0
MANDIRI20220561	16	1
MANDIRI20220561	31	0
MANDIRI20220562	28	1
MANDIRI20220562	9	0
MANDIRI20220563	31	1
MANDIRI20220563	11	0
MANDIRI20220564	27	0
MANDIRI20220564	8	0
MANDIRI20220565	21	1
MANDIRI20220565	26	0
MANDIRI20220566	6	1
MANDIRI20220566	9	0
MANDIRI20220567	31	1
MANDIRI20220567	23	0
MANDIRI20220568	18	1
MANDIRI20220568	29	0
MANDIRI20220569	3	1
MANDIRI20220569	1	0
MANDIRI20220570	7	0
MANDIRI20220570	22	0
MANDIRI20220571	16	1
MANDIRI20220571	6	0
MANDIRI20220572	2	1
MANDIRI20220572	4	0
MANDIRI20220573	26	1
MANDIRI20220573	33	0
MANDIRI20220574	29	1
MANDIRI20220574	7	0
MANDIRI20220575	8	1
MANDIRI20220575	19	0
MANDIRI20220576	6	1
MANDIRI20220576	12	0
MANDIRI20220577	22	1
MANDIRI20220577	13	0
MANDIRI20220578	26	1
MANDIRI20220578	8	0
MANDIRI20220579	27	1
MANDIRI20220579	19	0
MANDIRI20220580	33	1
MANDIRI20220580	23	0
MANDIRI20220581	27	0
MANDIRI20220581	32	0
MANDIRI20220582	23	1
MANDIRI20220582	29	0
MANDIRI20220583	14	0
MANDIRI20220583	9	0
MANDIRI20220584	21	1
MANDIRI20220584	1	0
MANDIRI20220585	14	1
MANDIRI20220585	6	0
MANDIRI20220586	2	1
MANDIRI20220586	18	0
MANDIRI20220587	33	1
MANDIRI20220587	7	0
MANDIRI20220588	18	1
MANDIRI20220588	1	0
MANDIRI20220589	4	1
MANDIRI20220589	33	0
MANDIRI20220590	12	1
MANDIRI20220590	18	0
MANDIRI20220591	5	1
MANDIRI20220591	33	0
MANDIRI20220592	4	1
MANDIRI20220592	3	0
MANDIRI20220593	10	1
MANDIRI20220593	17	0
MANDIRI20220594	13	1
MANDIRI20220594	20	0
MANDIRI20220595	15	1
MANDIRI20220595	33	0
MANDIRI20220596	5	1
MANDIRI20220596	31	0
MANDIRI20220597	25	1
MANDIRI20220597	7	0
MANDIRI20220598	22	0
MANDIRI20220598	20	0
MANDIRI20220599	19	1
MANDIRI20220599	1	0
MANDIRI20220600	8	0
MANDIRI20220600	24	0
MANDIRI20220601	27	1
MANDIRI20220601	1	0
MANDIRI20220602	28	1
MANDIRI20220602	16	0
MANDIRI20220603	9	0
MANDIRI20220603	2	0
MANDIRI20220604	11	0
MANDIRI20220604	11	0
MANDIRI20220605	11	1
MANDIRI20220605	6	0
MANDIRI20220606	26	0
MANDIRI20220606	28	0
MANDIRI20220607	16	1
MANDIRI20220607	1	0
MANDIRI20220608	33	1
MANDIRI20220608	21	0
MANDIRI20220609	23	1
MANDIRI20220609	4	0
MANDIRI20220610	21	1
MANDIRI20220610	1	0
MANDIRI20220611	24	1
MANDIRI20220611	21	0
MANDIRI20220612	27	1
MANDIRI20220612	20	0
MANDIRI20220613	26	1
MANDIRI20220613	14	0
MANDIRI20220614	27	1
MANDIRI20220614	24	0
MANDIRI20220615	27	1
MANDIRI20220615	24	0
MANDIRI20220616	19	1
MANDIRI20220616	29	0
MANDIRI20220617	23	1
MANDIRI20220617	19	0
MANDIRI20220618	6	1
MANDIRI20220618	32	0
MANDIRI20220619	16	1
MANDIRI20220619	3	0
MANDIRI20220620	19	1
MANDIRI20220620	24	0
MANDIRI20220621	26	1
MANDIRI20220621	16	0
MANDIRI20220622	25	1
MANDIRI20220622	16	0
MANDIRI20220623	11	1
MANDIRI20220623	16	0
MANDIRI20220624	14	1
MANDIRI20220624	27	0
MANDIRI20220625	27	1
MANDIRI20220625	18	0
MANDIRI20220626	4	1
MANDIRI20220626	4	0
MANDIRI20220627	10	1
MANDIRI20220627	2	0
MANDIRI20220628	17	0
MANDIRI20220628	12	0
MANDIRI20220629	27	0
MANDIRI20220629	28	0
MANDIRI20220630	6	1
MANDIRI20220630	13	0
MANDIRI20220631	24	1
MANDIRI20220631	27	0
MANDIRI20220632	10	1
MANDIRI20220632	5	0
MANDIRI20220633	30	1
MANDIRI20220633	32	0
MANDIRI20220634	21	1
MANDIRI20220634	32	0
MANDIRI20220635	7	1
MANDIRI20220635	19	0
MANDIRI20220636	18	1
MANDIRI20220636	24	0
MANDIRI20220637	19	1
MANDIRI20220637	7	0
MANDIRI20220638	4	1
MANDIRI20220638	3	0
MANDIRI20220639	21	1
MANDIRI20220639	20	0
MANDIRI20220640	16	1
MANDIRI20220640	33	0
MANDIRI20220641	31	1
MANDIRI20220641	15	0
MANDIRI20220642	33	1
MANDIRI20220642	16	0
MANDIRI20220643	6	1
MANDIRI20220643	5	0
MANDIRI20220644	24	1
MANDIRI20220644	15	0
MANDIRI20220645	21	1
MANDIRI20220645	27	0
MANDIRI20220646	16	1
MANDIRI20220646	17	0
MANDIRI20220647	19	1
MANDIRI20220647	33	0
MANDIRI20220648	33	1
MANDIRI20220648	10	0
MANDIRI20220649	4	1
MANDIRI20220649	22	0
MANDIRI20220650	10	1
MANDIRI20220650	32	0
MANDIRI20220651	15	1
MANDIRI20220651	6	0
MANDIRI20220652	28	1
MANDIRI20220652	1	0
MANDIRI20220653	3	1
MANDIRI20220653	4	0
MANDIRI20220654	2	1
MANDIRI20220654	11	0
MANDIRI20220655	14	1
MANDIRI20220655	14	0
MANDIRI20220656	31	1
MANDIRI20220656	1	0
MANDIRI20220657	33	0
MANDIRI20220657	29	0
MANDIRI20220658	10	1
MANDIRI20220658	11	0
MANDIRI20220659	8	1
MANDIRI20220659	1	0
MANDIRI20220660	17	1
MANDIRI20220660	18	0
MANDIRI20220661	12	1
MANDIRI20220661	16	0
MANDIRI20220662	22	1
MANDIRI20220662	28	0
MANDIRI20220663	23	1
MANDIRI20220663	31	0
MANDIRI20220664	32	1
MANDIRI20220664	28	0
MANDIRI20220665	17	1
MANDIRI20220665	9	0
MANDIRI20220666	24	1
MANDIRI20220666	21	0
MANDIRI20220667	3	1
MANDIRI20220667	15	0
MANDIRI20220668	7	1
MANDIRI20220668	25	0
MANDIRI20220669	7	1
MANDIRI20220669	3	0
MANDIRI20220670	8	1
MANDIRI20220670	16	0
MANDIRI20220671	24	1
MANDIRI20220671	31	0
MANDIRI20220672	22	1
MANDIRI20220672	17	0
MANDIRI20220673	24	1
MANDIRI20220673	15	0
MANDIRI20220674	14	1
MANDIRI20220674	26	0
MANDIRI20220675	16	1
MANDIRI20220675	4	0
MANDIRI20220676	4	1
MANDIRI20220676	22	0
MANDIRI20220677	29	1
MANDIRI20220677	1	0
MANDIRI20220678	28	1
MANDIRI20220678	18	0
MANDIRI20220679	16	1
MANDIRI20220679	7	0
MANDIRI20220680	8	1
MANDIRI20220680	27	0
MANDIRI20220681	26	0
MANDIRI20220681	14	0
MANDIRI20220682	5	1
MANDIRI20220682	12	0
MANDIRI20220683	14	1
MANDIRI20220683	24	0
MANDIRI20220684	30	0
MANDIRI20220684	7	0
MANDIRI20220685	15	1
MANDIRI20220685	22	0
MANDIRI20220686	16	1
MANDIRI20220686	23	0
MANDIRI20220687	9	1
MANDIRI20220687	31	0
MANDIRI20220688	5	1
MANDIRI20220688	6	0
MANDIRI20220689	13	1
MANDIRI20220689	1	0
MANDIRI20220690	2	1
MANDIRI20220690	31	0
MANDIRI20220691	2	0
MANDIRI20220691	27	0
MANDIRI20220692	2	1
MANDIRI20220692	17	0
MANDIRI20220693	2	1
MANDIRI20220693	30	0
MANDIRI20220694	9	1
MANDIRI20220694	26	0
MANDIRI20220695	4	1
MANDIRI20220695	20	0
MANDIRI20220696	28	1
MANDIRI20220696	28	0
MANDIRI20220697	16	1
MANDIRI20220697	28	0
MANDIRI20220698	31	1
MANDIRI20220698	16	0
MANDIRI20220699	6	0
MANDIRI20220699	2	0
MANDIRI20220700	13	1
MANDIRI20220700	20	0
MANDIRI20220701	21	1
MANDIRI20220701	4	0
MANDIRI20220702	6	1
MANDIRI20220702	5	0
MANDIRI20220703	31	1
MANDIRI20220703	21	0
MANDIRI20220704	19	1
MANDIRI20220704	22	0
MANDIRI20220705	18	1
MANDIRI20220705	14	0
MANDIRI20220706	3	1
MANDIRI20220706	32	0
MANDIRI20220707	33	1
MANDIRI20220707	33	0
MANDIRI20220708	4	1
MANDIRI20220708	1	0
MANDIRI20220709	19	1
MANDIRI20220709	18	0
MANDIRI20220710	30	1
MANDIRI20220710	21	0
MANDIRI20220711	15	1
MANDIRI20220711	23	0
MANDIRI20220712	9	1
MANDIRI20220712	17	0
MANDIRI20220713	5	1
MANDIRI20220713	31	0
MANDIRI20220714	3	0
MANDIRI20220714	9	0
MANDIRI20220715	18	1
MANDIRI20220715	19	0
MANDIRI20220716	33	1
MANDIRI20220716	14	0
MANDIRI20220717	18	1
MANDIRI20220717	23	0
MANDIRI20220718	21	1
MANDIRI20220718	22	0
MANDIRI20220719	32	1
MANDIRI20220719	2	0
MANDIRI20220720	24	0
MANDIRI20220720	13	0
MANDIRI20220721	2	1
MANDIRI20220721	15	0
MANDIRI20220722	33	1
MANDIRI20220722	14	0
MANDIRI20220723	22	0
MANDIRI20220723	33	0
MANDIRI20220724	33	1
MANDIRI20220724	33	0
MANDIRI20220725	18	1
MANDIRI20220725	3	0
MANDIRI20220726	28	0
MANDIRI20220726	11	0
MANDIRI20220727	27	1
MANDIRI20220727	17	0
MANDIRI20220728	11	1
MANDIRI20220728	32	0
MANDIRI20220729	14	1
MANDIRI20220729	9	0
MANDIRI20220730	12	1
MANDIRI20220730	24	0
MANDIRI20220731	16	1
MANDIRI20220731	7	0
MANDIRI20220732	5	1
MANDIRI20220732	22	0
MANDIRI20220733	33	1
MANDIRI20220733	33	0
MANDIRI20220734	32	1
MANDIRI20220734	16	0
MANDIRI20220735	23	1
MANDIRI20220735	8	0
MANDIRI20220736	20	1
MANDIRI20220736	29	0
MANDIRI20220737	23	1
MANDIRI20220737	6	0
MANDIRI20220738	8	1
MANDIRI20220738	26	0
MANDIRI20220739	3	1
MANDIRI20220739	30	0
MANDIRI20220740	29	1
MANDIRI20220740	10	0
MANDIRI20220741	4	1
MANDIRI20220741	19	0
MANDIRI20220742	6	1
MANDIRI20220742	23	0
MANDIRI20220743	19	1
MANDIRI20220743	17	0
MANDIRI20220744	2	1
MANDIRI20220744	21	0
MANDIRI20220745	24	1
MANDIRI20220745	19	0
MANDIRI20220746	11	0
MANDIRI20220746	30	0
MANDIRI20220747	15	1
MANDIRI20220747	9	0
MANDIRI20220748	19	1
MANDIRI20220748	19	0
MANDIRI20220749	6	1
MANDIRI20220749	27	0
MANDIRI20220750	27	0
MANDIRI20220750	12	0
MANDIRI20220751	21	1
MANDIRI20220751	32	0
MANDIRI20220752	30	1
MANDIRI20220752	3	0
MANDIRI20220753	14	0
MANDIRI20220753	18	0
MANDIRI20220754	11	1
MANDIRI20220754	18	0
MANDIRI20220755	32	0
MANDIRI20220755	29	0
MANDIRI20220756	15	1
MANDIRI20220756	32	0
MANDIRI20220757	11	1
MANDIRI20220757	8	0
MANDIRI20220758	7	1
MANDIRI20220758	23	0
MANDIRI20220759	20	1
MANDIRI20220759	32	0
MANDIRI20220760	2	1
MANDIRI20220760	16	0
MANDIRI20220761	20	0
MANDIRI20220761	30	0
MANDIRI20220762	26	1
MANDIRI20220762	12	0
MANDIRI20220763	9	1
MANDIRI20220763	21	0
MANDIRI20220764	30	0
MANDIRI20220764	13	0
MANDIRI20220765	2	1
MANDIRI20220765	1	0
MANDIRI20220766	33	1
MANDIRI20220766	26	0
MANDIRI20220767	15	1
MANDIRI20220767	19	0
MANDIRI20220768	32	1
MANDIRI20220768	9	0
MANDIRI20220769	15	1
MANDIRI20220769	2	0
MANDIRI20220770	20	1
MANDIRI20220770	3	0
MANDIRI20220771	5	0
MANDIRI20220771	29	0
MANDIRI20220772	1	1
MANDIRI20220772	28	0
MANDIRI20220773	10	1
MANDIRI20220773	4	0
MANDIRI20220774	26	1
MANDIRI20220774	17	0
MANDIRI20220775	2	1
MANDIRI20220775	11	0
MANDIRI20220776	31	0
MANDIRI20220776	8	0
MANDIRI20220777	5	1
MANDIRI20220777	33	0
MANDIRI20220778	14	1
MANDIRI20220778	33	0
