ApplicantID	UTBKSubjectID	Score
MANDIRI20210455	8	725
MANDIRI20210455	9	742
MANDIRI20210455	10	725
MANDIRI20210455	11	615
MANDIRI20210455	12	694
MANDIRI20210456	5	602
MANDIRI20210456	6	642
MANDIRI20210456	7	625
MANDIRI20210456	8	606
MANDIRI20210456	9	721
MANDIRI20210456	10	729
MANDIRI20210456	11	590
MANDIRI20210456	12	763
MANDIRI20210457	1	535
MANDIRI20210457	2	459
MANDIRI20210457	3	525
MANDIRI20210457	4	688
MANDIRI20210457	9	588
MANDIRI20210457	10	605
MANDIRI20210457	11	614
MANDIRI20210457	12	687
MANDIRI20210459	1	492
MANDIRI20210459	2	517
MANDIRI20210459	3	592
MANDIRI20210459	4	699
MANDIRI20210459	9	498
MANDIRI20210459	10	757
MANDIRI20210459	11	499
MANDIRI20210459	12	694
MANDIRI20210460	5	475
MANDIRI20210460	6	661
MANDIRI20210460	7	750
MANDIRI20210460	8	468
MANDIRI20210460	9	740
MANDIRI20210460	10	531
MANDIRI20210460	11	632
MANDIRI20210460	12	683
MANDIRI20210464	5	525
MANDIRI20210464	6	456
MANDIRI20210464	7	486
MANDIRI20210464	8	651
MANDIRI20210464	9	462
MANDIRI20210464	10	634
MANDIRI20210464	11	576
MANDIRI20210464	12	543
MANDIRI20210466	1	751
MANDIRI20210466	2	672
MANDIRI20210466	3	673
MANDIRI20210466	4	715
MANDIRI20210466	9	725
MANDIRI20210466	10	555
MANDIRI20210466	11	452
MANDIRI20210466	12	667
MANDIRI20210468	1	581
MANDIRI20210468	2	495
MANDIRI20210468	3	550
MANDIRI20210468	4	691
MANDIRI20210468	9	712
MANDIRI20210468	10	777
MANDIRI20210468	11	493
MANDIRI20210468	12	637
MANDIRI20210471	5	647
MANDIRI20210471	6	463
MANDIRI20210471	7	580
MANDIRI20210471	8	679
MANDIRI20210471	9	546
MANDIRI20210471	10	717
MANDIRI20210471	11	616
MANDIRI20210471	12	787
MANDIRI20210472	1	628
MANDIRI20210472	2	518
MANDIRI20210472	3	597
MANDIRI20210472	4	591
MANDIRI20210472	9	768
MANDIRI20210472	10	590
MANDIRI20210472	11	479
MANDIRI20210472	12	588
MANDIRI20210475	1	511
MANDIRI20210475	2	565
MANDIRI20210475	3	622
MANDIRI20210475	4	593
MANDIRI20210475	9	509
MANDIRI20210475	10	758
MANDIRI20210475	11	643
MANDIRI20210475	12	501
MANDIRI20210476	1	529
MANDIRI20210476	2	459
MANDIRI20210476	3	595
MANDIRI20210476	4	703
MANDIRI20210476	9	738
MANDIRI20210476	10	647
MANDIRI20210476	11	574
MANDIRI20210476	12	703
MANDIRI20210478	5	721
MANDIRI20210478	6	656
MANDIRI20210478	7	624
MANDIRI20210478	8	531
MANDIRI20210478	9	768
MANDIRI20210478	10	775
MANDIRI20210478	11	586
MANDIRI20210478	12	714
MANDIRI20210480	1	491
MANDIRI20210480	2	653
MANDIRI20210480	3	617
MANDIRI20210480	4	603
MANDIRI20210480	9	519
MANDIRI20210480	10	660
MANDIRI20210480	11	498
MANDIRI20210480	12	514
MANDIRI20210481	1	672
MANDIRI20210481	2	471
MANDIRI20210481	3	736
MANDIRI20210481	4	461
MANDIRI20210481	9	771
MANDIRI20210481	10	576
MANDIRI20210481	11	495
MANDIRI20210481	12	680
MANDIRI20210484	1	576
MANDIRI20210484	2	722
MANDIRI20210484	3	655
MANDIRI20210484	4	776
MANDIRI20210484	9	748
MANDIRI20210484	10	772
MANDIRI20210484	11	679
MANDIRI20210484	12	575
MANDIRI20210486	1	788
MANDIRI20210486	2	749
MANDIRI20210486	3	637
MANDIRI20210486	4	625
MANDIRI20210486	9	527
MANDIRI20210486	10	687
MANDIRI20210486	11	757
MANDIRI20210486	12	697
MANDIRI20210487	5	503
MANDIRI20210487	6	698
MANDIRI20210487	7	489
MANDIRI20210487	8	505
MANDIRI20210487	9	759
MANDIRI20210487	10	744
MANDIRI20210487	11	728
MANDIRI20210487	12	679
MANDIRI20210489	5	688
MANDIRI20210489	6	543
MANDIRI20210489	7	635
MANDIRI20210489	8	664
MANDIRI20210489	9	728
MANDIRI20210489	10	633
MANDIRI20210489	11	695
MANDIRI20210489	12	629
MANDIRI20210492	1	624
MANDIRI20210492	2	694
MANDIRI20210492	3	486
MANDIRI20210492	4	562
MANDIRI20210492	9	726
MANDIRI20210492	10	717
MANDIRI20210492	11	480
MANDIRI20210492	12	637
MANDIRI20210493	1	723
MANDIRI20210493	2	525
MANDIRI20210493	3	629
MANDIRI20210493	4	476
MANDIRI20210493	9	475
MANDIRI20210493	10	644
MANDIRI20210493	11	506
MANDIRI20210493	12	704
MANDIRI20210496	5	726
MANDIRI20210496	6	703
MANDIRI20210496	7	691
MANDIRI20210496	8	689
MANDIRI20210496	9	462
MANDIRI20210496	10	566
MANDIRI20210496	11	591
MANDIRI20210496	12	635
MANDIRI20210497	5	737
MANDIRI20210497	6	549
MANDIRI20210497	7	605
MANDIRI20210497	8	513
MANDIRI20210497	9	526
MANDIRI20210497	10	633
MANDIRI20210497	11	744
MANDIRI20210497	12	596
MANDIRI20210499	5	717
MANDIRI20210499	6	702
MANDIRI20210499	7	496
MANDIRI20210499	8	482
MANDIRI20210499	9	663
MANDIRI20210499	10	475
MANDIRI20210499	11	782
MANDIRI20210499	12	643
MANDIRI20210500	5	778
MANDIRI20210500	6	755
MANDIRI20210500	7	749
MANDIRI20210500	8	658
MANDIRI20210500	9	644
MANDIRI20210500	10	485
MANDIRI20210500	11	590
MANDIRI20210500	12	790
MANDIRI20210501	1	542
MANDIRI20210501	2	526
MANDIRI20210501	3	469
MANDIRI20210501	4	683
MANDIRI20210501	9	795
MANDIRI20210501	10	463
MANDIRI20210501	11	456
MANDIRI20210501	12	462
MANDIRI20210505	1	791
MANDIRI20210505	2	792
MANDIRI20210505	3	645
MANDIRI20210505	4	645
MANDIRI20210505	9	705
MANDIRI20210505	10	785
MANDIRI20210505	11	685
MANDIRI20210505	12	468
MANDIRI20210506	1	568
MANDIRI20210506	2	753
MANDIRI20210506	3	545
MANDIRI20210506	4	503
MANDIRI20210506	9	484
MANDIRI20210506	10	772
MANDIRI20210506	11	456
MANDIRI20210506	12	569
MANDIRI20210507	1	514
MANDIRI20210507	2	479
MANDIRI20210507	3	540
MANDIRI20210507	4	466
MANDIRI20210507	9	477
MANDIRI20210507	10	642
MANDIRI20210507	11	534
MANDIRI20210507	12	489
MANDIRI20210509	1	508
MANDIRI20210509	2	558
MANDIRI20210509	3	725
MANDIRI20210509	4	614
MANDIRI20210509	9	707
MANDIRI20210509	10	506
MANDIRI20210509	11	542
MANDIRI20210509	12	795
MANDIRI20210512	1	458
MANDIRI20210512	2	679
MANDIRI20210512	3	648
MANDIRI20210512	4	559
MANDIRI20210512	9	697
MANDIRI20210512	10	509
MANDIRI20210512	11	473
MANDIRI20210512	12	784
MANDIRI20210515	5	568
MANDIRI20210515	6	779
MANDIRI20210515	7	596
MANDIRI20210515	8	771
MANDIRI20210515	9	765
MANDIRI20210515	10	649
MANDIRI20210515	11	467
MANDIRI20210515	12	507
MANDIRI20210516	1	628
MANDIRI20210516	2	707
MANDIRI20210516	3	757
MANDIRI20210516	4	585
MANDIRI20210516	9	712
MANDIRI20210516	10	708
MANDIRI20210516	11	669
MANDIRI20210516	12	741
MANDIRI20210517	1	777
MANDIRI20210517	2	795
MANDIRI20210517	3	663
MANDIRI20210517	4	649
MANDIRI20210517	9	673
MANDIRI20210517	10	758
MANDIRI20210517	11	613
MANDIRI20210517	12	477
MANDIRI20210518	5	682
MANDIRI20210518	6	518
MANDIRI20210518	7	683
MANDIRI20210518	8	797
MANDIRI20210518	9	580
MANDIRI20210518	10	729
MANDIRI20210518	11	470
MANDIRI20210518	12	671
MANDIRI20210519	5	786
MANDIRI20210519	6	623
MANDIRI20210519	7	741
MANDIRI20210519	8	569
MANDIRI20210519	9	732
MANDIRI20210519	10	749
MANDIRI20210519	11	633
MANDIRI20210519	12	646
MANDIRI20210525	1	648
MANDIRI20210525	2	470
MANDIRI20210525	3	691
MANDIRI20210525	4	580
MANDIRI20210525	9	787
MANDIRI20210525	10	554
MANDIRI20210525	11	749
MANDIRI20210525	12	649
MANDIRI20210526	1	664
MANDIRI20210526	2	685
MANDIRI20210526	3	505
MANDIRI20210526	4	528
MANDIRI20210526	9	559
MANDIRI20210526	10	566
MANDIRI20210526	11	453
MANDIRI20210526	12	621
MANDIRI20210528	5	606
MANDIRI20210528	6	609
MANDIRI20210528	7	643
MANDIRI20210528	8	655
MANDIRI20210528	9	456
MANDIRI20210528	10	650
MANDIRI20210528	11	638
MANDIRI20210528	12	788
MANDIRI20210531	1	750
MANDIRI20210531	2	466
MANDIRI20210531	3	622
MANDIRI20210531	4	523
MANDIRI20210531	9	555
MANDIRI20210531	10	726
MANDIRI20210531	11	675
MANDIRI20210531	12	636
MANDIRI20210533	5	589
MANDIRI20210533	6	691
MANDIRI20210533	7	515
MANDIRI20210533	8	684
MANDIRI20210533	9	543
MANDIRI20210533	10	477
MANDIRI20210533	11	763
MANDIRI20210533	12	642
MANDIRI20210534	1	755
MANDIRI20210534	2	475
MANDIRI20210534	3	770
MANDIRI20210534	4	582
MANDIRI20210534	9	733
MANDIRI20210534	10	754
MANDIRI20210534	11	792
MANDIRI20210534	12	682
MANDIRI20210535	5	498
MANDIRI20210535	6	769
MANDIRI20210535	7	704
MANDIRI20210535	8	544
MANDIRI20210535	9	615
MANDIRI20210535	10	579
MANDIRI20210535	11	515
MANDIRI20210535	12	740
MANDIRI20210537	5	725
MANDIRI20210537	6	631
MANDIRI20210537	7	693
MANDIRI20210537	8	684
MANDIRI20210537	9	576
MANDIRI20210537	10	598
MANDIRI20210537	11	653
MANDIRI20210537	12	798
MANDIRI20210538	1	582
MANDIRI20210538	2	772
MANDIRI20210538	3	539
MANDIRI20210538	4	518
MANDIRI20210538	9	612
MANDIRI20210538	10	735
MANDIRI20210538	11	778
MANDIRI20210538	12	453
MANDIRI20210540	1	547
MANDIRI20210540	2	542
MANDIRI20210540	3	602
MANDIRI20210540	4	738
MANDIRI20210540	9	461
MANDIRI20210540	10	634
MANDIRI20210540	11	450
MANDIRI20210540	12	590
MANDIRI20210541	5	544
MANDIRI20210541	6	643
MANDIRI20210541	7	799
MANDIRI20210541	8	577
MANDIRI20210541	9	747
MANDIRI20210541	10	633
MANDIRI20210541	11	682
MANDIRI20210541	12	788
MANDIRI20210542	1	622
MANDIRI20210542	2	784
MANDIRI20210542	3	755
MANDIRI20210542	4	452
MANDIRI20210542	9	619
MANDIRI20210542	10	790
MANDIRI20210542	11	791
MANDIRI20210542	12	609
MANDIRI20210544	1	594
MANDIRI20210544	2	527
MANDIRI20210544	3	567
MANDIRI20210544	4	703
MANDIRI20210544	9	789
MANDIRI20210544	10	470
MANDIRI20210544	11	523
MANDIRI20210544	12	708
MANDIRI20210545	5	729
MANDIRI20210545	6	450
MANDIRI20210545	7	734
MANDIRI20210545	8	664
MANDIRI20210545	9	594
MANDIRI20210545	10	723
MANDIRI20210545	11	593
MANDIRI20210545	12	506
MANDIRI20210547	5	792
MANDIRI20210547	6	459
MANDIRI20210547	7	549
MANDIRI20210547	8	644
MANDIRI20210547	9	631
MANDIRI20210547	10	574
MANDIRI20210547	11	460
MANDIRI20210547	12	492
MANDIRI20210551	1	748
MANDIRI20210551	2	617
MANDIRI20210551	3	696
MANDIRI20210551	4	698
MANDIRI20210551	9	451
MANDIRI20210551	10	509
MANDIRI20210551	11	685
MANDIRI20210551	12	791
MANDIRI20210553	5	583
MANDIRI20210553	6	457
MANDIRI20210553	7	738
MANDIRI20210553	8	704
MANDIRI20210553	9	594
MANDIRI20210553	10	579
MANDIRI20210553	11	463
MANDIRI20210553	12	725
MANDIRI20210554	1	643
MANDIRI20210554	2	565
MANDIRI20210554	3	585
MANDIRI20210554	4	702
MANDIRI20210554	9	735
MANDIRI20210554	10	635
MANDIRI20210554	11	653
MANDIRI20210554	12	674
MANDIRI20210555	5	473
MANDIRI20210555	6	465
MANDIRI20210555	7	671
MANDIRI20210555	8	580
MANDIRI20210555	9	568
MANDIRI20210555	10	450
MANDIRI20210555	11	607
MANDIRI20210555	12	600
MANDIRI20210556	1	537
MANDIRI20210556	2	626
MANDIRI20210556	3	605
MANDIRI20210556	4	703
MANDIRI20210556	9	666
MANDIRI20210556	10	760
MANDIRI20210556	11	708
MANDIRI20210556	12	567
MANDIRI20210558	1	749
MANDIRI20210558	2	702
MANDIRI20210558	3	704
MANDIRI20210558	4	618
MANDIRI20210558	9	628
MANDIRI20210558	10	702
MANDIRI20210558	11	503
MANDIRI20210558	12	629
MANDIRI20210561	5	748
MANDIRI20210561	6	589
MANDIRI20210561	7	705
MANDIRI20210561	8	786
MANDIRI20210561	9	700
MANDIRI20210561	10	566
MANDIRI20210561	11	650
MANDIRI20210561	12	655
MANDIRI20210562	5	575
MANDIRI20210562	6	454
MANDIRI20210562	7	619
MANDIRI20210562	8	774
MANDIRI20210562	9	502
MANDIRI20210562	10	607
MANDIRI20210562	11	487
MANDIRI20210562	12	459
MANDIRI20210563	5	528
MANDIRI20210563	6	517
MANDIRI20210563	7	633
MANDIRI20210563	8	451
MANDIRI20210563	9	516
MANDIRI20210563	10	796
MANDIRI20210563	11	692
MANDIRI20210563	12	629
MANDIRI20210565	5	458
MANDIRI20210565	6	784
MANDIRI20210565	7	647
MANDIRI20210565	8	594
MANDIRI20210565	9	503
MANDIRI20210565	10	513
MANDIRI20210565	11	536
MANDIRI20210565	12	736
MANDIRI20210566	1	603
MANDIRI20210566	2	642
MANDIRI20210566	3	744
MANDIRI20210566	4	494
MANDIRI20210566	9	668
MANDIRI20210566	10	764
MANDIRI20210566	11	796
MANDIRI20210566	12	752
MANDIRI20210567	5	529
MANDIRI20210567	6	777
MANDIRI20210567	7	528
MANDIRI20210567	8	750
MANDIRI20210567	9	620
MANDIRI20210567	10	743
MANDIRI20210567	11	593
MANDIRI20210567	12	783
MANDIRI20210570	1	573
MANDIRI20210570	2	504
MANDIRI20210570	3	582
MANDIRI20210570	4	557
MANDIRI20210570	9	725
MANDIRI20210570	10	611
MANDIRI20210570	11	451
MANDIRI20210570	12	569
MANDIRI20210572	5	775
MANDIRI20210572	6	496
MANDIRI20210572	7	634
MANDIRI20210572	8	690
MANDIRI20210572	9	720
MANDIRI20210572	10	748
MANDIRI20210572	11	726
MANDIRI20210572	12	677
MANDIRI20210573	5	453
MANDIRI20210573	6	679
MANDIRI20210573	7	665
MANDIRI20210573	8	603
MANDIRI20210573	9	711
MANDIRI20210573	10	739
MANDIRI20210573	11	486
MANDIRI20210573	12	718
MANDIRI20210574	1	612
MANDIRI20210574	2	645
MANDIRI20210574	3	782
MANDIRI20210574	4	651
MANDIRI20210574	9	651
MANDIRI20210574	10	455
MANDIRI20210574	11	590
MANDIRI20210574	12	540
MANDIRI20210575	5	587
MANDIRI20210575	6	595
MANDIRI20210575	7	642
MANDIRI20210575	8	522
MANDIRI20210575	9	792
MANDIRI20210575	10	720
MANDIRI20210575	11	750
MANDIRI20210575	12	616
MANDIRI20210576	5	755
MANDIRI20210576	6	517
MANDIRI20210576	7	755
MANDIRI20210576	8	476
MANDIRI20210576	9	778
MANDIRI20210576	10	461
MANDIRI20210576	11	476
MANDIRI20210576	12	720
MANDIRI20210577	1	792
MANDIRI20210577	2	692
MANDIRI20210577	3	651
MANDIRI20210577	4	505
MANDIRI20210577	9	765
MANDIRI20210577	10	658
MANDIRI20210577	11	536
MANDIRI20210577	12	659
MANDIRI20210578	5	565
MANDIRI20210578	6	719
MANDIRI20210578	7	621
MANDIRI20210578	8	705
MANDIRI20210578	9	645
MANDIRI20210578	10	571
MANDIRI20210578	11	612
MANDIRI20210578	12	592
MANDIRI20210581	1	681
MANDIRI20210581	2	666
MANDIRI20210581	3	457
MANDIRI20210581	4	591
MANDIRI20210581	9	583
MANDIRI20210581	10	614
MANDIRI20210581	11	491
MANDIRI20210581	12	648
MANDIRI20210582	5	502
MANDIRI20210582	6	670
MANDIRI20210582	7	654
MANDIRI20210582	8	463
MANDIRI20210582	9	531
MANDIRI20210582	10	681
MANDIRI20210582	11	645
MANDIRI20210582	12	710
MANDIRI20210584	1	617
MANDIRI20210584	2	655
MANDIRI20210584	3	737
MANDIRI20210584	4	640
MANDIRI20210584	9	693
MANDIRI20210584	10	731
MANDIRI20210584	11	591
MANDIRI20210584	12	617
MANDIRI20210585	5	760
MANDIRI20210585	6	531
MANDIRI20210585	7	698
MANDIRI20210585	8	777
MANDIRI20210585	9	790
MANDIRI20210585	10	712
MANDIRI20210585	11	536
MANDIRI20210585	12	761
MANDIRI20210587	5	690
MANDIRI20210587	6	618
MANDIRI20210587	7	736
MANDIRI20210587	8	534
MANDIRI20210587	9	607
MANDIRI20210587	10	475
MANDIRI20210587	11	664
MANDIRI20210587	12	702
MANDIRI20210588	5	797
MANDIRI20210588	6	715
MANDIRI20210588	7	544
MANDIRI20210588	8	480
MANDIRI20210588	9	568
MANDIRI20210588	10	789
MANDIRI20210588	11	583
MANDIRI20210588	12	521
MANDIRI20210589	1	676
MANDIRI20210589	2	548
MANDIRI20210589	3	535
MANDIRI20210589	4	794
MANDIRI20210589	9	781
MANDIRI20210589	10	681
MANDIRI20210589	11	485
MANDIRI20210589	12	596
MANDIRI20210590	1	651
MANDIRI20210590	2	556
MANDIRI20210590	3	450
MANDIRI20210590	4	707
MANDIRI20210590	9	620
MANDIRI20210590	10	453
MANDIRI20210590	11	748
MANDIRI20210590	12	485
MANDIRI20210591	5	476
MANDIRI20210591	6	631
MANDIRI20210591	7	738
MANDIRI20210591	8	627
MANDIRI20210591	9	632
MANDIRI20210591	10	507
MANDIRI20210591	11	660
MANDIRI20210591	12	512
MANDIRI20210593	5	712
MANDIRI20210593	6	534
MANDIRI20210593	7	563
MANDIRI20210593	8	577
MANDIRI20210593	9	591
MANDIRI20210593	10	598
MANDIRI20210593	11	521
MANDIRI20210593	12	575
MANDIRI20210594	5	487
MANDIRI20210594	6	481
MANDIRI20210594	7	453
MANDIRI20210594	8	595
MANDIRI20210594	9	566
MANDIRI20210594	10	701
MANDIRI20210594	11	632
MANDIRI20210594	12	670
MANDIRI20210595	5	462
MANDIRI20210595	6	501
MANDIRI20210595	7	485
MANDIRI20210595	8	747
MANDIRI20210595	9	758
MANDIRI20210595	10	565
MANDIRI20210595	11	540
MANDIRI20210595	12	624
MANDIRI20210596	1	686
MANDIRI20210596	2	790
MANDIRI20210596	3	766
MANDIRI20210596	4	610
MANDIRI20210596	9	488
MANDIRI20210596	10	718
MANDIRI20210596	11	636
MANDIRI20210596	12	542
MANDIRI20210597	5	580
MANDIRI20210597	6	753
MANDIRI20210597	7	560
MANDIRI20210597	8	628
MANDIRI20210597	9	678
MANDIRI20210597	10	768
MANDIRI20210597	11	540
MANDIRI20210597	12	706
MANDIRI20210598	1	716
MANDIRI20210598	2	538
MANDIRI20210598	3	542
MANDIRI20210598	4	797
MANDIRI20210598	9	569
MANDIRI20210598	10	752
MANDIRI20210598	11	760
MANDIRI20210598	12	482
MANDIRI20210599	1	515
MANDIRI20210599	2	506
MANDIRI20210599	3	481
MANDIRI20210599	4	664
MANDIRI20210599	9	547
MANDIRI20210599	10	491
MANDIRI20210599	11	460
MANDIRI20210599	12	778
MANDIRI20210602	1	780
MANDIRI20210602	2	467
MANDIRI20210602	3	526
MANDIRI20210602	4	490
MANDIRI20210602	9	607
MANDIRI20210602	10	780
MANDIRI20210602	11	466
MANDIRI20210602	12	652
MANDIRI20210603	1	477
MANDIRI20210603	2	638
MANDIRI20210603	3	679
MANDIRI20210603	4	714
MANDIRI20210603	9	528
MANDIRI20210603	10	498
MANDIRI20210603	11	681
MANDIRI20210603	12	514
MANDIRI20210604	5	725
MANDIRI20210604	6	729
MANDIRI20210604	7	479
MANDIRI20210604	8	794
MANDIRI20210604	9	591
MANDIRI20210604	10	648
MANDIRI20210604	11	473
MANDIRI20210604	12	585
MANDIRI20210605	1	641
MANDIRI20210605	2	661
MANDIRI20210605	3	687
MANDIRI20210605	4	705
MANDIRI20210605	9	670
MANDIRI20210605	10	473
MANDIRI20210605	11	527
MANDIRI20210605	12	567
MANDIRI20210606	1	654
MANDIRI20210606	2	578
MANDIRI20210606	3	743
MANDIRI20210606	4	728
MANDIRI20210606	9	552
MANDIRI20210606	10	690
MANDIRI20210606	11	528
MANDIRI20210606	12	602
MANDIRI20210607	5	565
MANDIRI20210607	6	657
MANDIRI20210607	7	623
MANDIRI20210607	8	542
MANDIRI20210607	9	556
MANDIRI20210607	10	570
MANDIRI20210607	11	788
MANDIRI20210607	12	507
MANDIRI20210608	5	764
MANDIRI20210608	6	659
MANDIRI20210608	7	705
MANDIRI20210608	8	781
MANDIRI20210608	9	571
MANDIRI20210608	10	576
MANDIRI20210608	11	611
MANDIRI20210608	12	709
MANDIRI20210610	5	734
MANDIRI20210610	6	621
MANDIRI20210610	7	710
MANDIRI20210610	8	529
MANDIRI20210610	9	601
MANDIRI20210610	10	599
MANDIRI20210610	11	655
MANDIRI20210610	12	642
MANDIRI20210612	1	609
MANDIRI20210612	2	676
MANDIRI20210612	3	644
MANDIRI20210612	4	762
MANDIRI20210612	9	781
MANDIRI20210612	10	450
MANDIRI20210612	11	472
MANDIRI20210612	12	647
MANDIRI20210613	1	454
MANDIRI20210613	2	544
MANDIRI20210613	3	758
MANDIRI20210613	4	709
MANDIRI20210613	9	612
MANDIRI20210613	10	517
MANDIRI20210613	11	791
MANDIRI20210613	12	521
MANDIRI20210622	5	753
MANDIRI20210622	6	704
MANDIRI20210622	7	472
MANDIRI20210622	8	495
MANDIRI20210622	9	463
MANDIRI20210622	10	651
MANDIRI20210622	11	491
MANDIRI20210622	12	575
MANDIRI20210624	1	687
MANDIRI20210624	2	710
MANDIRI20210624	3	485
MANDIRI20210624	4	695
MANDIRI20210624	9	706
MANDIRI20210624	10	652
MANDIRI20210624	11	799
MANDIRI20210624	12	618
MANDIRI20210625	1	689
MANDIRI20210625	2	694
MANDIRI20210625	3	451
MANDIRI20210625	4	773
MANDIRI20210625	9	649
MANDIRI20210625	10	555
MANDIRI20210625	11	537
MANDIRI20210625	12	461
MANDIRI20210626	1	768
MANDIRI20210626	2	633
MANDIRI20210626	3	502
MANDIRI20210626	4	545
MANDIRI20210626	9	543
MANDIRI20210626	10	789
MANDIRI20210626	11	732
MANDIRI20210626	12	690
MANDIRI20210630	1	548
MANDIRI20210630	2	459
MANDIRI20210630	3	561
MANDIRI20210630	4	498
MANDIRI20210630	9	560
MANDIRI20210630	10	570
MANDIRI20210630	11	487
MANDIRI20210630	12	796
MANDIRI20210631	5	773
MANDIRI20210631	6	659
MANDIRI20210631	7	636
MANDIRI20210631	8	717
MANDIRI20210631	9	565
MANDIRI20210631	10	736
MANDIRI20210631	11	499
MANDIRI20210631	12	619
MANDIRI20210632	5	474
MANDIRI20210632	6	663
MANDIRI20210632	7	795
MANDIRI20210632	8	734
MANDIRI20210632	9	703
MANDIRI20210632	10	799
MANDIRI20210632	11	499
MANDIRI20210632	12	614
MANDIRI20210633	5	579
MANDIRI20210633	6	457
MANDIRI20210633	7	660
MANDIRI20210633	8	602
MANDIRI20210633	9	496
MANDIRI20210633	10	450
MANDIRI20210633	11	517
MANDIRI20210633	12	743
MANDIRI20210634	5	645
MANDIRI20210634	6	783
MANDIRI20210634	7	454
MANDIRI20210634	8	746
MANDIRI20210634	9	504
MANDIRI20210634	10	740
MANDIRI20210634	11	497
MANDIRI20210634	12	706
MANDIRI20210635	5	704
MANDIRI20210635	6	528
MANDIRI20210635	7	471
MANDIRI20210635	8	722
MANDIRI20210635	9	550
MANDIRI20210635	10	598
MANDIRI20210635	11	605
MANDIRI20210635	12	794
MANDIRI20210636	5	700
MANDIRI20210636	6	524
MANDIRI20210636	7	469
MANDIRI20210636	8	596
MANDIRI20210636	9	503
MANDIRI20210636	10	578
MANDIRI20210636	11	455
MANDIRI20210636	12	617
MANDIRI20210638	1	551
MANDIRI20210638	2	597
MANDIRI20210638	3	579
MANDIRI20210638	4	672
MANDIRI20210638	9	604
MANDIRI20210638	10	569
MANDIRI20210638	11	468
MANDIRI20210638	12	798
MANDIRI20210644	1	520
MANDIRI20210644	2	672
MANDIRI20210644	3	520
MANDIRI20210644	4	641
MANDIRI20210644	9	482
MANDIRI20210644	10	700
MANDIRI20210644	11	599
MANDIRI20210644	12	493
MANDIRI20210645	5	535
MANDIRI20210645	6	675
MANDIRI20210645	7	624
MANDIRI20210645	8	743
MANDIRI20210645	9	675
MANDIRI20210645	10	782
MANDIRI20210645	11	540
MANDIRI20210645	12	572
MANDIRI20210650	5	768
MANDIRI20210650	6	727
MANDIRI20210650	7	582
MANDIRI20210650	8	566
MANDIRI20210650	9	746
MANDIRI20210650	10	691
MANDIRI20210650	11	652
MANDIRI20210650	12	571
MANDIRI20210651	5	554
MANDIRI20210651	6	760
MANDIRI20210651	7	666
MANDIRI20210651	8	696
MANDIRI20210651	9	762
MANDIRI20210651	10	689
MANDIRI20210651	11	551
MANDIRI20210651	12	483
MANDIRI20210652	5	565
MANDIRI20210652	6	534
MANDIRI20210652	7	775
MANDIRI20210652	8	583
MANDIRI20210652	9	758
MANDIRI20210652	10	780
MANDIRI20210652	11	747
MANDIRI20210652	12	603
MANDIRI20210654	1	601
MANDIRI20210654	2	751
MANDIRI20210654	3	515
MANDIRI20210654	4	797
MANDIRI20210654	9	590
MANDIRI20210654	10	722
MANDIRI20210654	11	556
MANDIRI20210654	12	462
MANDIRI20210656	1	546
MANDIRI20210656	2	460
MANDIRI20210656	3	733
MANDIRI20210656	4	767
MANDIRI20210656	9	558
MANDIRI20210656	10	651
MANDIRI20210656	11	691
MANDIRI20210656	12	792
MANDIRI20210658	1	520
MANDIRI20210658	2	752
MANDIRI20210658	3	765
MANDIRI20210658	4	717
MANDIRI20210658	9	482
MANDIRI20210658	10	641
MANDIRI20210658	11	749
MANDIRI20210658	12	610
MANDIRI20210662	1	596
MANDIRI20210662	2	639
MANDIRI20210662	3	780
MANDIRI20210662	4	796
MANDIRI20210662	9	597
MANDIRI20210662	10	700
MANDIRI20210662	11	542
MANDIRI20210662	12	541
MANDIRI20210663	5	496
MANDIRI20210663	6	542
MANDIRI20210663	7	472
MANDIRI20210663	8	694
MANDIRI20210663	9	715
MANDIRI20210663	10	772
MANDIRI20210663	11	571
MANDIRI20210663	12	785
MANDIRI20210664	1	505
MANDIRI20210664	2	531
MANDIRI20210664	3	530
MANDIRI20210664	4	638
MANDIRI20210664	9	495
MANDIRI20210664	10	665
MANDIRI20210664	11	583
MANDIRI20210664	12	481
MANDIRI20210666	1	695
MANDIRI20210666	2	484
MANDIRI20210666	3	747
MANDIRI20210666	4	556
MANDIRI20210666	9	606
MANDIRI20210666	10	695
MANDIRI20210666	11	470
MANDIRI20210666	12	715
MANDIRI20210668	1	565
MANDIRI20210668	2	707
MANDIRI20210668	3	683
MANDIRI20210668	4	594
MANDIRI20210668	9	775
MANDIRI20210668	10	700
MANDIRI20210668	11	512
MANDIRI20210668	12	557
MANDIRI20210669	5	584
MANDIRI20210669	6	547
MANDIRI20210669	7	776
MANDIRI20210669	8	650
MANDIRI20210669	9	653
MANDIRI20210669	10	474
MANDIRI20210669	11	496
MANDIRI20210669	12	492
MANDIRI20210670	5	537
MANDIRI20210670	6	724
MANDIRI20210670	7	503
MANDIRI20210670	8	525
MANDIRI20210670	9	715
MANDIRI20210670	10	524
MANDIRI20210670	11	483
MANDIRI20210670	12	683
MANDIRI20210671	5	561
MANDIRI20210671	6	770
MANDIRI20210671	7	468
MANDIRI20210671	8	643
MANDIRI20210671	9	531
MANDIRI20210671	10	745
MANDIRI20210671	11	494
MANDIRI20210671	12	552
MANDIRI20210672	1	648
