ID	ApplicantID	Name	Type	Output	Scale	Organizer	WebURL	Score
4017	MANDIRI20221161	Lomba 4017	3	2	3	PT XYZ	https://ptxyz.com	62
4018	MANDIRI20221161	Lomba 4018	4	3	3	PT XYZ	https://ptxyz.com	64
4019	MANDIRI20221162	Lomba 4019	1	4	1	PT XYZ	https://ptxyz.com	90
4020	MANDIRI20221162	Lomba 4020	5	3	1	PT XYZ	https://ptxyz.com	83
4021	MANDIRI20221163	Lomba 4021	2	4	1	PT XYZ	https://ptxyz.com	80
4022	MANDIRI20221163	Lomba 4022	5	2	4	PT XYZ	https://ptxyz.com	53
4023	MANDIRI20221164	Lomba 4023	3	2	3	PT XYZ	https://ptxyz.com	77
4024	MANDIRI20221164	Lomba 4024	5	4	1	PT XYZ	https://ptxyz.com	70
4025	MANDIRI20221165	Lomba 4025	5	4	4	PT XYZ	https://ptxyz.com	77
4026	MANDIRI20221165	Lomba 4026	1	2	4	PT XYZ	https://ptxyz.com	55
4027	MANDIRI20221166	Lomba 4027	3	2	3	PT XYZ	https://ptxyz.com	69
4028	MANDIRI20221166	Lomba 4028	5	1	2	PT XYZ	https://ptxyz.com	50
4029	MANDIRI20221167	Lomba 4029	1	2	2	PT XYZ	https://ptxyz.com	79
4030	MANDIRI20221167	Lomba 4030	2	1	3	PT XYZ	https://ptxyz.com	52
4031	MANDIRI20221168	Lomba 4031	5	3	3	PT XYZ	https://ptxyz.com	54
4032	MANDIRI20221168	Lomba 4032	5	4	3	PT XYZ	https://ptxyz.com	66
4033	MANDIRI20221169	Lomba 4033	3	3	2	PT XYZ	https://ptxyz.com	52
4034	MANDIRI20221169	Lomba 4034	4	2	2	PT XYZ	https://ptxyz.com	66
4035	MANDIRI20221170	Lomba 4035	4	4	2	PT XYZ	https://ptxyz.com	87
4036	MANDIRI20221170	Lomba 4036	2	3	1	PT XYZ	https://ptxyz.com	56
4037	MANDIRI20221171	Lomba 4037	1	2	4	PT XYZ	https://ptxyz.com	72
4038	MANDIRI20221171	Lomba 4038	4	1	2	PT XYZ	https://ptxyz.com	65
4039	MANDIRI20221172	Lomba 4039	1	1	4	PT XYZ	https://ptxyz.com	70
4040	MANDIRI20221172	Lomba 4040	1	4	2	PT XYZ	https://ptxyz.com	78
4041	MANDIRI20221173	Lomba 4041	2	3	2	PT XYZ	https://ptxyz.com	87
4042	MANDIRI20221173	Lomba 4042	2	3	4	PT XYZ	https://ptxyz.com	53
4043	MANDIRI20221174	Lomba 4043	4	4	4	PT XYZ	https://ptxyz.com	70
4044	MANDIRI20221174	Lomba 4044	2	2	4	PT XYZ	https://ptxyz.com	72
4045	MANDIRI20221175	Lomba 4045	5	1	1	PT XYZ	https://ptxyz.com	73
4046	MANDIRI20221175	Lomba 4046	3	2	4	PT XYZ	https://ptxyz.com	75
4047	MANDIRI20221176	Lomba 4047	2	2	1	PT XYZ	https://ptxyz.com	64
4048	MANDIRI20221176	Lomba 4048	4	3	3	PT XYZ	https://ptxyz.com	85
4049	MANDIRI20221177	Lomba 4049	5	3	3	PT XYZ	https://ptxyz.com	79
4050	MANDIRI20221177	Lomba 4050	3	2	3	PT XYZ	https://ptxyz.com	53
4051	MANDIRI20221178	Lomba 4051	4	4	4	PT XYZ	https://ptxyz.com	55
4052	MANDIRI20221178	Lomba 4052	1	2	3	PT XYZ	https://ptxyz.com	76
4053	MANDIRI20221179	Lomba 4053	3	2	2	PT XYZ	https://ptxyz.com	55
4054	MANDIRI20221179	Lomba 4054	3	2	3	PT XYZ	https://ptxyz.com	79
4055	MANDIRI20221180	Lomba 4055	3	1	3	PT XYZ	https://ptxyz.com	77
4056	MANDIRI20221180	Lomba 4056	1	2	3	PT XYZ	https://ptxyz.com	63
4057	MANDIRI20221181	Lomba 4057	1	1	3	PT XYZ	https://ptxyz.com	50
4058	MANDIRI20221181	Lomba 4058	3	3	3	PT XYZ	https://ptxyz.com	80
4059	MANDIRI20221182	Lomba 4059	4	3	1	PT XYZ	https://ptxyz.com	70
4060	MANDIRI20221182	Lomba 4060	1	1	2	PT XYZ	https://ptxyz.com	72
4061	MANDIRI20221184	Lomba 4061	2	4	4	PT XYZ	https://ptxyz.com	74
4062	MANDIRI20221184	Lomba 4062	5	2	4	PT XYZ	https://ptxyz.com	62
4063	MANDIRI20221185	Lomba 4063	3	4	1	PT XYZ	https://ptxyz.com	86
4064	MANDIRI20221185	Lomba 4064	2	4	1	PT XYZ	https://ptxyz.com	69
4065	MANDIRI20221186	Lomba 4065	4	1	4	PT XYZ	https://ptxyz.com	62
4066	MANDIRI20221186	Lomba 4066	4	4	4	PT XYZ	https://ptxyz.com	68
4067	MANDIRI20221187	Lomba 4067	2	3	2	PT XYZ	https://ptxyz.com	68
4068	MANDIRI20221187	Lomba 4068	2	3	3	PT XYZ	https://ptxyz.com	76
4069	MANDIRI20221189	Lomba 4069	4	2	3	PT XYZ	https://ptxyz.com	71
4070	MANDIRI20221189	Lomba 4070	3	3	4	PT XYZ	https://ptxyz.com	53
4071	MANDIRI20221190	Lomba 4071	5	4	4	PT XYZ	https://ptxyz.com	85
4072	MANDIRI20221190	Lomba 4072	4	4	2	PT XYZ	https://ptxyz.com	63
4073	MANDIRI20221191	Lomba 4073	1	1	1	PT XYZ	https://ptxyz.com	69
4074	MANDIRI20221191	Lomba 4074	1	3	1	PT XYZ	https://ptxyz.com	65
4075	MANDIRI20221194	Lomba 4075	5	1	4	PT XYZ	https://ptxyz.com	78
4076	MANDIRI20221194	Lomba 4076	2	2	1	PT XYZ	https://ptxyz.com	66
4077	MANDIRI20221196	Lomba 4077	3	4	1	PT XYZ	https://ptxyz.com	86
4078	MANDIRI20221196	Lomba 4078	2	1	1	PT XYZ	https://ptxyz.com	54
4079	MANDIRI20221198	Lomba 4079	5	2	4	PT XYZ	https://ptxyz.com	83
4080	MANDIRI20221198	Lomba 4080	5	3	4	PT XYZ	https://ptxyz.com	90
4081	MANDIRI20221199	Lomba 4081	4	4	2	PT XYZ	https://ptxyz.com	79
4082	MANDIRI20221199	Lomba 4082	4	1	3	PT XYZ	https://ptxyz.com	88
4083	MANDIRI20221200	Lomba 4083	2	1	2	PT XYZ	https://ptxyz.com	79
4084	MANDIRI20221200	Lomba 4084	4	4	4	PT XYZ	https://ptxyz.com	71
4085	MANDIRI20221201	Lomba 4085	3	4	1	PT XYZ	https://ptxyz.com	53
4086	MANDIRI20221201	Lomba 4086	2	3	3	PT XYZ	https://ptxyz.com	55
4087	MANDIRI20221204	Lomba 4087	1	1	4	PT XYZ	https://ptxyz.com	69
4088	MANDIRI20221204	Lomba 4088	5	2	4	PT XYZ	https://ptxyz.com	85
4089	MANDIRI20221205	Lomba 4089	4	1	2	PT XYZ	https://ptxyz.com	83
4090	MANDIRI20221205	Lomba 4090	1	3	4	PT XYZ	https://ptxyz.com	52
4091	MANDIRI20221206	Lomba 4091	3	3	1	PT XYZ	https://ptxyz.com	54
4092	MANDIRI20221206	Lomba 4092	1	1	2	PT XYZ	https://ptxyz.com	80
4093	MANDIRI20221207	Lomba 4093	3	3	1	PT XYZ	https://ptxyz.com	68
4094	MANDIRI20221207	Lomba 4094	2	2	1	PT XYZ	https://ptxyz.com	51
4095	MANDIRI20221208	Lomba 4095	4	4	4	PT XYZ	https://ptxyz.com	61
4096	MANDIRI20221208	Lomba 4096	5	2	4	PT XYZ	https://ptxyz.com	73
4097	MANDIRI20221209	Lomba 4097	3	1	3	PT XYZ	https://ptxyz.com	89
4098	MANDIRI20221209	Lomba 4098	5	3	4	PT XYZ	https://ptxyz.com	90
4099	MANDIRI20221210	Lomba 4099	4	1	3	PT XYZ	https://ptxyz.com	79
4100	MANDIRI20221210	Lomba 4100	4	4	1	PT XYZ	https://ptxyz.com	86
4101	MANDIRI20221211	Lomba 4101	1	2	1	PT XYZ	https://ptxyz.com	67
4102	MANDIRI20221211	Lomba 4102	3	3	3	PT XYZ	https://ptxyz.com	88
4103	MANDIRI20221213	Lomba 4103	5	4	4	PT XYZ	https://ptxyz.com	84
4104	MANDIRI20221213	Lomba 4104	1	3	4	PT XYZ	https://ptxyz.com	86
4105	MANDIRI20221214	Lomba 4105	3	3	4	PT XYZ	https://ptxyz.com	71
4106	MANDIRI20221214	Lomba 4106	3	1	3	PT XYZ	https://ptxyz.com	56
4107	MANDIRI20221215	Lomba 4107	5	4	4	PT XYZ	https://ptxyz.com	73
4108	MANDIRI20221215	Lomba 4108	2	4	3	PT XYZ	https://ptxyz.com	63
4109	MANDIRI20221216	Lomba 4109	1	2	1	PT XYZ	https://ptxyz.com	65
4110	MANDIRI20221216	Lomba 4110	4	4	1	PT XYZ	https://ptxyz.com	53
4111	MANDIRI20221217	Lomba 4111	4	4	2	PT XYZ	https://ptxyz.com	55
4112	MANDIRI20221217	Lomba 4112	5	2	2	PT XYZ	https://ptxyz.com	52
4113	MANDIRI20221219	Lomba 4113	1	1	3	PT XYZ	https://ptxyz.com	54
4114	MANDIRI20221219	Lomba 4114	2	1	1	PT XYZ	https://ptxyz.com	77
4115	MANDIRI20221220	Lomba 4115	2	1	3	PT XYZ	https://ptxyz.com	60
4116	MANDIRI20221220	Lomba 4116	1	2	2	PT XYZ	https://ptxyz.com	63
4117	MANDIRI20221221	Lomba 4117	3	2	4	PT XYZ	https://ptxyz.com	52
4118	MANDIRI20221221	Lomba 4118	1	4	2	PT XYZ	https://ptxyz.com	86
4119	MANDIRI20221224	Lomba 4119	1	2	1	PT XYZ	https://ptxyz.com	76
4120	MANDIRI20221224	Lomba 4120	5	1	1	PT XYZ	https://ptxyz.com	63
4121	MANDIRI20221225	Lomba 4121	2	1	4	PT XYZ	https://ptxyz.com	77
4122	MANDIRI20221225	Lomba 4122	5	1	4	PT XYZ	https://ptxyz.com	52
4123	MANDIRI20221226	Lomba 4123	3	4	2	PT XYZ	https://ptxyz.com	63
4124	MANDIRI20221226	Lomba 4124	5	3	3	PT XYZ	https://ptxyz.com	77
4125	MANDIRI20221227	Lomba 4125	3	4	4	PT XYZ	https://ptxyz.com	87
4126	MANDIRI20221227	Lomba 4126	2	3	3	PT XYZ	https://ptxyz.com	51
4127	MANDIRI20221228	Lomba 4127	2	1	2	PT XYZ	https://ptxyz.com	77
4128	MANDIRI20221228	Lomba 4128	4	1	3	PT XYZ	https://ptxyz.com	87
4129	MANDIRI20221229	Lomba 4129	3	4	2	PT XYZ	https://ptxyz.com	74
4130	MANDIRI20221229	Lomba 4130	5	2	3	PT XYZ	https://ptxyz.com	72
4131	MANDIRI20221230	Lomba 4131	2	3	2	PT XYZ	https://ptxyz.com	75
4132	MANDIRI20221230	Lomba 4132	1	4	4	PT XYZ	https://ptxyz.com	88
4133	MANDIRI20221231	Lomba 4133	3	3	2	PT XYZ	https://ptxyz.com	87
4134	MANDIRI20221231	Lomba 4134	5	2	1	PT XYZ	https://ptxyz.com	89
4135	MANDIRI20221232	Lomba 4135	1	2	3	PT XYZ	https://ptxyz.com	80
4136	MANDIRI20221232	Lomba 4136	3	4	4	PT XYZ	https://ptxyz.com	53
4137	MANDIRI20221233	Lomba 4137	5	3	2	PT XYZ	https://ptxyz.com	76
4138	MANDIRI20221233	Lomba 4138	4	2	2	PT XYZ	https://ptxyz.com	58
4139	MANDIRI20221236	Lomba 4139	4	3	2	PT XYZ	https://ptxyz.com	53
4140	MANDIRI20221236	Lomba 4140	1	2	3	PT XYZ	https://ptxyz.com	75
4141	MANDIRI20221238	Lomba 4141	4	3	1	PT XYZ	https://ptxyz.com	72
4142	MANDIRI20221238	Lomba 4142	2	2	4	PT XYZ	https://ptxyz.com	54
4143	MANDIRI20221240	Lomba 4143	5	3	1	PT XYZ	https://ptxyz.com	66
4144	MANDIRI20221240	Lomba 4144	2	1	3	PT XYZ	https://ptxyz.com	74
4145	MANDIRI20221241	Lomba 4145	2	4	2	PT XYZ	https://ptxyz.com	71
4146	MANDIRI20221241	Lomba 4146	3	1	4	PT XYZ	https://ptxyz.com	57
4147	MANDIRI20221242	Lomba 4147	5	2	2	PT XYZ	https://ptxyz.com	53
4148	MANDIRI20221242	Lomba 4148	3	1	4	PT XYZ	https://ptxyz.com	53
4149	MANDIRI20221243	Lomba 4149	3	1	1	PT XYZ	https://ptxyz.com	59
4150	MANDIRI20221243	Lomba 4150	2	1	4	PT XYZ	https://ptxyz.com	79
4151	MANDIRI20221245	Lomba 4151	5	2	4	PT XYZ	https://ptxyz.com	61
4152	MANDIRI20221245	Lomba 4152	5	1	1	PT XYZ	https://ptxyz.com	73
4153	MANDIRI20221246	Lomba 4153	1	1	2	PT XYZ	https://ptxyz.com	73
4154	MANDIRI20221246	Lomba 4154	3	1	3	PT XYZ	https://ptxyz.com	65
4155	MANDIRI20221247	Lomba 4155	5	2	3	PT XYZ	https://ptxyz.com	67
4156	MANDIRI20221247	Lomba 4156	4	1	1	PT XYZ	https://ptxyz.com	73
4157	MANDIRI20221248	Lomba 4157	3	3	1	PT XYZ	https://ptxyz.com	52
4158	MANDIRI20221248	Lomba 4158	3	2	4	PT XYZ	https://ptxyz.com	82
4159	MANDIRI20221250	Lomba 4159	4	4	2	PT XYZ	https://ptxyz.com	81
4160	MANDIRI20221250	Lomba 4160	2	4	3	PT XYZ	https://ptxyz.com	64
4161	MANDIRI20221251	Lomba 4161	1	4	3	PT XYZ	https://ptxyz.com	63
4162	MANDIRI20221251	Lomba 4162	5	1	1	PT XYZ	https://ptxyz.com	54
4163	MANDIRI20221253	Lomba 4163	4	1	2	PT XYZ	https://ptxyz.com	73
4164	MANDIRI20221253	Lomba 4164	4	2	1	PT XYZ	https://ptxyz.com	60
4165	MANDIRI20221254	Lomba 4165	4	3	1	PT XYZ	https://ptxyz.com	83
4166	MANDIRI20221254	Lomba 4166	3	4	3	PT XYZ	https://ptxyz.com	90
4167	MANDIRI20221255	Lomba 4167	3	1	1	PT XYZ	https://ptxyz.com	51
4168	MANDIRI20221255	Lomba 4168	5	1	1	PT XYZ	https://ptxyz.com	58
4169	MANDIRI20221256	Lomba 4169	5	4	1	PT XYZ	https://ptxyz.com	78
4170	MANDIRI20221256	Lomba 4170	4	1	1	PT XYZ	https://ptxyz.com	66
4171	MANDIRI20221257	Lomba 4171	4	1	3	PT XYZ	https://ptxyz.com	77
4172	MANDIRI20221257	Lomba 4172	4	2	2	PT XYZ	https://ptxyz.com	84
4173	MANDIRI20221258	Lomba 4173	5	3	3	PT XYZ	https://ptxyz.com	82
4174	MANDIRI20221258	Lomba 4174	2	1	1	PT XYZ	https://ptxyz.com	59
4175	MANDIRI20221259	Lomba 4175	2	3	4	PT XYZ	https://ptxyz.com	57
4176	MANDIRI20221259	Lomba 4176	4	1	2	PT XYZ	https://ptxyz.com	72
4177	MANDIRI20221260	Lomba 4177	1	1	1	PT XYZ	https://ptxyz.com	54
4178	MANDIRI20221260	Lomba 4178	5	3	1	PT XYZ	https://ptxyz.com	68
4179	MANDIRI20221261	Lomba 4179	1	1	4	PT XYZ	https://ptxyz.com	79
4180	MANDIRI20221261	Lomba 4180	3	2	3	PT XYZ	https://ptxyz.com	53
4181	MANDIRI20221262	Lomba 4181	4	1	4	PT XYZ	https://ptxyz.com	69
4182	MANDIRI20221262	Lomba 4182	2	4	3	PT XYZ	https://ptxyz.com	61
4183	MANDIRI20221263	Lomba 4183	1	3	4	PT XYZ	https://ptxyz.com	64
4184	MANDIRI20221263	Lomba 4184	3	2	3	PT XYZ	https://ptxyz.com	69
4185	MANDIRI20221265	Lomba 4185	1	2	3	PT XYZ	https://ptxyz.com	75
4186	MANDIRI20221265	Lomba 4186	5	2	3	PT XYZ	https://ptxyz.com	85
4187	MANDIRI20221267	Lomba 4187	2	2	1	PT XYZ	https://ptxyz.com	64
4188	MANDIRI20221267	Lomba 4188	2	1	3	PT XYZ	https://ptxyz.com	71
4189	MANDIRI20221269	Lomba 4189	5	1	3	PT XYZ	https://ptxyz.com	72
4190	MANDIRI20221269	Lomba 4190	1	4	4	PT XYZ	https://ptxyz.com	83
4191	MANDIRI20221271	Lomba 4191	2	4	2	PT XYZ	https://ptxyz.com	84
4192	MANDIRI20221271	Lomba 4192	1	3	4	PT XYZ	https://ptxyz.com	70
4193	MANDIRI20221274	Lomba 4193	3	4	3	PT XYZ	https://ptxyz.com	78
4194	MANDIRI20221274	Lomba 4194	5	4	1	PT XYZ	https://ptxyz.com	90
4195	MANDIRI20221275	Lomba 4195	1	4	4	PT XYZ	https://ptxyz.com	84
4196	MANDIRI20221275	Lomba 4196	2	1	1	PT XYZ	https://ptxyz.com	56
4197	MANDIRI20221276	Lomba 4197	4	4	1	PT XYZ	https://ptxyz.com	71
4198	MANDIRI20221276	Lomba 4198	3	1	3	PT XYZ	https://ptxyz.com	73
4199	MANDIRI20221277	Lomba 4199	5	4	3	PT XYZ	https://ptxyz.com	87
4200	MANDIRI20221277	Lomba 4200	2	2	4	PT XYZ	https://ptxyz.com	81
4201	MANDIRI20221279	Lomba 4201	1	4	3	PT XYZ	https://ptxyz.com	73
4202	MANDIRI20221279	Lomba 4202	4	4	3	PT XYZ	https://ptxyz.com	69
4203	MANDIRI20221280	Lomba 4203	2	4	4	PT XYZ	https://ptxyz.com	80
4204	MANDIRI20221280	Lomba 4204	5	3	1	PT XYZ	https://ptxyz.com	75
4205	MANDIRI20221281	Lomba 4205	3	4	2	PT XYZ	https://ptxyz.com	88
4206	MANDIRI20221281	Lomba 4206	3	3	4	PT XYZ	https://ptxyz.com	70
4207	MANDIRI20221283	Lomba 4207	1	2	3	PT XYZ	https://ptxyz.com	87
4208	MANDIRI20221283	Lomba 4208	2	2	3	PT XYZ	https://ptxyz.com	71
4209	MANDIRI20221285	Lomba 4209	2	3	4	PT XYZ	https://ptxyz.com	61
4210	MANDIRI20221285	Lomba 4210	5	4	4	PT XYZ	https://ptxyz.com	82
4211	MANDIRI20221286	Lomba 4211	3	1	1	PT XYZ	https://ptxyz.com	66
4212	MANDIRI20221286	Lomba 4212	3	3	2	PT XYZ	https://ptxyz.com	69
4213	MANDIRI20221287	Lomba 4213	2	1	2	PT XYZ	https://ptxyz.com	90
4214	MANDIRI20221287	Lomba 4214	2	2	2	PT XYZ	https://ptxyz.com	57
4215	MANDIRI20221288	Lomba 4215	5	1	3	PT XYZ	https://ptxyz.com	64
4216	MANDIRI20221288	Lomba 4216	4	3	2	PT XYZ	https://ptxyz.com	86
4217	MANDIRI20221289	Lomba 4217	5	2	4	PT XYZ	https://ptxyz.com	57
4218	MANDIRI20221289	Lomba 4218	1	4	1	PT XYZ	https://ptxyz.com	64
4219	MANDIRI20221291	Lomba 4219	5	1	1	PT XYZ	https://ptxyz.com	65
4220	MANDIRI20221291	Lomba 4220	3	2	4	PT XYZ	https://ptxyz.com	72
4221	MANDIRI20221293	Lomba 4221	4	4	2	PT XYZ	https://ptxyz.com	60
4222	MANDIRI20221293	Lomba 4222	1	1	1	PT XYZ	https://ptxyz.com	55
4223	MANDIRI20221294	Lomba 4223	4	4	1	PT XYZ	https://ptxyz.com	70
4224	MANDIRI20221294	Lomba 4224	3	3	1	PT XYZ	https://ptxyz.com	89
4225	MANDIRI20221295	Lomba 4225	5	4	1	PT XYZ	https://ptxyz.com	78
4226	MANDIRI20221295	Lomba 4226	4	4	1	PT XYZ	https://ptxyz.com	65
4227	MANDIRI20221296	Lomba 4227	4	4	4	PT XYZ	https://ptxyz.com	64
4228	MANDIRI20221296	Lomba 4228	4	3	2	PT XYZ	https://ptxyz.com	63
4229	MANDIRI20221297	Lomba 4229	3	2	2	PT XYZ	https://ptxyz.com	70
4230	MANDIRI20221297	Lomba 4230	2	1	3	PT XYZ	https://ptxyz.com	90
4231	MANDIRI20221298	Lomba 4231	5	1	3	PT XYZ	https://ptxyz.com	84
4232	MANDIRI20221298	Lomba 4232	3	2	4	PT XYZ	https://ptxyz.com	66
4233	MANDIRI20221299	Lomba 4233	5	3	4	PT XYZ	https://ptxyz.com	73
4234	MANDIRI20221299	Lomba 4234	3	1	2	PT XYZ	https://ptxyz.com	86
4235	MANDIRI20221300	Lomba 4235	1	1	4	PT XYZ	https://ptxyz.com	65
4236	MANDIRI20221300	Lomba 4236	3	2	1	PT XYZ	https://ptxyz.com	87
4237	MANDIRI20221301	Lomba 4237	1	4	1	PT XYZ	https://ptxyz.com	83
4238	MANDIRI20221301	Lomba 4238	1	1	3	PT XYZ	https://ptxyz.com	75
4239	MANDIRI20221302	Lomba 4239	4	2	1	PT XYZ	https://ptxyz.com	84
4240	MANDIRI20221302	Lomba 4240	2	3	1	PT XYZ	https://ptxyz.com	53
4241	MANDIRI20221303	Lomba 4241	1	1	1	PT XYZ	https://ptxyz.com	55
4242	MANDIRI20221303	Lomba 4242	3	3	3	PT XYZ	https://ptxyz.com	64
4243	MANDIRI20221304	Lomba 4243	1	3	4	PT XYZ	https://ptxyz.com	90
4244	MANDIRI20221304	Lomba 4244	4	2	3	PT XYZ	https://ptxyz.com	89
4245	MANDIRI20221305	Lomba 4245	5	3	4	PT XYZ	https://ptxyz.com	89
4246	MANDIRI20221305	Lomba 4246	1	4	3	PT XYZ	https://ptxyz.com	63
4247	MANDIRI20221306	Lomba 4247	5	2	2	PT XYZ	https://ptxyz.com	55
4248	MANDIRI20221306	Lomba 4248	4	3	3	PT XYZ	https://ptxyz.com	71
4249	MANDIRI20221307	Lomba 4249	1	3	4	PT XYZ	https://ptxyz.com	89
4250	MANDIRI20221307	Lomba 4250	1	2	3	PT XYZ	https://ptxyz.com	78
4251	MANDIRI20221308	Lomba 4251	2	2	4	PT XYZ	https://ptxyz.com	87
4252	MANDIRI20221308	Lomba 4252	2	2	2	PT XYZ	https://ptxyz.com	83
4253	MANDIRI20221309	Lomba 4253	2	4	4	PT XYZ	https://ptxyz.com	89
4254	MANDIRI20221309	Lomba 4254	5	3	2	PT XYZ	https://ptxyz.com	56
4255	MANDIRI20221310	Lomba 4255	1	2	4	PT XYZ	https://ptxyz.com	72
4256	MANDIRI20221310	Lomba 4256	4	4	3	PT XYZ	https://ptxyz.com	50
4257	MANDIRI20221311	Lomba 4257	5	1	3	PT XYZ	https://ptxyz.com	50
4258	MANDIRI20221311	Lomba 4258	5	2	2	PT XYZ	https://ptxyz.com	82
4259	MANDIRI20221312	Lomba 4259	4	3	3	PT XYZ	https://ptxyz.com	75
4260	MANDIRI20221312	Lomba 4260	3	3	1	PT XYZ	https://ptxyz.com	79
4261	MANDIRI20221313	Lomba 4261	4	1	2	PT XYZ	https://ptxyz.com	53
4262	MANDIRI20221313	Lomba 4262	4	2	4	PT XYZ	https://ptxyz.com	80
4263	MANDIRI20221314	Lomba 4263	2	4	1	PT XYZ	https://ptxyz.com	81
4264	MANDIRI20221314	Lomba 4264	3	2	4	PT XYZ	https://ptxyz.com	90
4265	MANDIRI20221315	Lomba 4265	3	4	3	PT XYZ	https://ptxyz.com	70
4266	MANDIRI20221315	Lomba 4266	3	1	3	PT XYZ	https://ptxyz.com	89
4267	MANDIRI20221316	Lomba 4267	1	3	4	PT XYZ	https://ptxyz.com	66
4268	MANDIRI20221316	Lomba 4268	2	4	4	PT XYZ	https://ptxyz.com	63
4269	MANDIRI20221317	Lomba 4269	2	2	2	PT XYZ	https://ptxyz.com	60
4270	MANDIRI20221317	Lomba 4270	3	1	3	PT XYZ	https://ptxyz.com	50
4271	MANDIRI20221318	Lomba 4271	4	2	1	PT XYZ	https://ptxyz.com	87
4272	MANDIRI20221318	Lomba 4272	5	1	4	PT XYZ	https://ptxyz.com	76
4273	MANDIRI20221319	Lomba 4273	2	1	3	PT XYZ	https://ptxyz.com	79
4274	MANDIRI20221319	Lomba 4274	2	1	1	PT XYZ	https://ptxyz.com	82
4275	MANDIRI20221320	Lomba 4275	4	4	1	PT XYZ	https://ptxyz.com	87
4276	MANDIRI20221320	Lomba 4276	3	1	3	PT XYZ	https://ptxyz.com	81
4277	MANDIRI20221321	Lomba 4277	1	4	3	PT XYZ	https://ptxyz.com	70
4278	MANDIRI20221321	Lomba 4278	1	4	3	PT XYZ	https://ptxyz.com	59
4279	MANDIRI20221322	Lomba 4279	3	3	4	PT XYZ	https://ptxyz.com	87
4280	MANDIRI20221322	Lomba 4280	1	2	1	PT XYZ	https://ptxyz.com	61
4281	MANDIRI20221323	Lomba 4281	5	3	3	PT XYZ	https://ptxyz.com	74
4282	MANDIRI20221323	Lomba 4282	5	3	3	PT XYZ	https://ptxyz.com	51
4283	MANDIRI20221324	Lomba 4283	2	4	3	PT XYZ	https://ptxyz.com	80
4284	MANDIRI20221324	Lomba 4284	4	1	2	PT XYZ	https://ptxyz.com	64
4285	MANDIRI20221325	Lomba 4285	1	1	1	PT XYZ	https://ptxyz.com	70
4286	MANDIRI20221325	Lomba 4286	2	3	4	PT XYZ	https://ptxyz.com	80
4287	MANDIRI20221326	Lomba 4287	5	4	3	PT XYZ	https://ptxyz.com	58
4288	MANDIRI20221326	Lomba 4288	1	1	3	PT XYZ	https://ptxyz.com	66
4289	MANDIRI20221327	Lomba 4289	2	3	2	PT XYZ	https://ptxyz.com	79
4290	MANDIRI20221327	Lomba 4290	2	3	4	PT XYZ	https://ptxyz.com	90
4291	MANDIRI20221328	Lomba 4291	2	3	3	PT XYZ	https://ptxyz.com	87
4292	MANDIRI20221328	Lomba 4292	4	3	4	PT XYZ	https://ptxyz.com	75
4293	MANDIRI20221329	Lomba 4293	4	1	4	PT XYZ	https://ptxyz.com	79
4294	MANDIRI20221329	Lomba 4294	3	3	3	PT XYZ	https://ptxyz.com	56
4295	MANDIRI20221331	Lomba 4295	3	1	2	PT XYZ	https://ptxyz.com	55
4296	MANDIRI20221331	Lomba 4296	3	1	4	PT XYZ	https://ptxyz.com	50
4297	MANDIRI20221334	Lomba 4297	4	2	3	PT XYZ	https://ptxyz.com	68
4298	MANDIRI20221334	Lomba 4298	5	1	3	PT XYZ	https://ptxyz.com	63
4299	MANDIRI20221335	Lomba 4299	3	3	2	PT XYZ	https://ptxyz.com	74
4300	MANDIRI20221335	Lomba 4300	3	3	2	PT XYZ	https://ptxyz.com	86
4301	MANDIRI20221337	Lomba 4301	2	4	1	PT XYZ	https://ptxyz.com	52
4302	MANDIRI20221337	Lomba 4302	1	4	2	PT XYZ	https://ptxyz.com	83
4303	MANDIRI20221338	Lomba 4303	1	2	4	PT XYZ	https://ptxyz.com	57
4304	MANDIRI20221338	Lomba 4304	4	3	4	PT XYZ	https://ptxyz.com	60
4305	MANDIRI20221339	Lomba 4305	4	1	3	PT XYZ	https://ptxyz.com	80
4306	MANDIRI20221339	Lomba 4306	4	2	4	PT XYZ	https://ptxyz.com	60
4307	MANDIRI20221342	Lomba 4307	3	2	1	PT XYZ	https://ptxyz.com	76
4308	MANDIRI20221342	Lomba 4308	2	1	3	PT XYZ	https://ptxyz.com	88
4309	MANDIRI20221343	Lomba 4309	3	2	4	PT XYZ	https://ptxyz.com	86
4310	MANDIRI20221343	Lomba 4310	5	1	3	PT XYZ	https://ptxyz.com	87
4311	MANDIRI20221344	Lomba 4311	2	3	3	PT XYZ	https://ptxyz.com	82
4312	MANDIRI20221344	Lomba 4312	4	1	2	PT XYZ	https://ptxyz.com	77
4313	MANDIRI20221346	Lomba 4313	1	2	3	PT XYZ	https://ptxyz.com	61
4314	MANDIRI20221346	Lomba 4314	2	1	4	PT XYZ	https://ptxyz.com	66
4315	MANDIRI20221347	Lomba 4315	3	1	3	PT XYZ	https://ptxyz.com	63
4316	MANDIRI20221347	Lomba 4316	3	3	2	PT XYZ	https://ptxyz.com	77
4317	MANDIRI20221348	Lomba 4317	1	3	1	PT XYZ	https://ptxyz.com	85
4318	MANDIRI20221348	Lomba 4318	3	3	1	PT XYZ	https://ptxyz.com	70
4319	MANDIRI20221350	Lomba 4319	3	4	4	PT XYZ	https://ptxyz.com	69
